.feature,.interaction
clade2,4.0486855930585735e-16
VD_minor,6.892229280181199e-16
VD_medium,0
VD_major,0
ER_minor,4.983503563648044e-16
ER_medium,4.529508827065694e-16
ER_major,5.001918722486396e-16
MST_minor,0
MST_medium,0
MST_major,0
