.feature,.interaction
clade2,0.05448824487339732
VD_minor,0.1579191375635643
VD_medium,0.12076645991850118
VD_major,0.090474573285757115
ER_minor,0
ER_medium,0.04767435999484653
ER_major,0.1358482587958108
MST_minor,0.050931815687951465
MST_medium,0.06733470476724397
MST_major,0.08668639377446204
