.feature,.interaction
clade2,0.0939896480452398
VD_minor,0.25121006231653237
VD_medium,0.11394387571840034
VD_major,0.0858390240446336
ER_minor,0.06911392925599139
ER_medium,0.14511877159401937
ER_major,0.1554695000796956
MST_minor,0.11874963537769234
MST_medium,0.14248383973467443
MST_major,0.1290349718864856
