.feature,.interaction
clade2,0.12570746850594214
VD_minor,0.22964823752864735
VD_medium,0.18848804147598214
VD_major,0.15611626792598923
ER_minor,0.08580407257402163
ER_medium,0.2366859245492311
ER_major,0.18724107775812276
MST_minor,0.15706487980272754
MST_medium,0.1682724450736463
MST_major,0.0749182102865866
