variable,relative_importance,scaled_importance,percentage
VD_minor,206.84196472168,1,0.638220967577614
ER_medium,60.3447265625,0.291743151075257,0.186196596163393
ER_major,24.9031887054443,0.120397177327886,0.0768400030078168
ER_minor,19.6564178466797,0.0950310923275592,0.0606508356952525
clade2,12.3451614379883,0.0596840271489374,0.0380915975559234
VD_medium,0,0,0
VD_major,0,0,0
MST_minor,0,0,0
MST_medium,0,0,0
MST_major,0,0,0
