"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.0723	0.0737	0.0836	0.0644	0.0799	0.0796	0.1015	0.0814	0.0875	0.2119	0.0807	0.0825	0.0893	0.1031
0.0731	0.0745	0.0767	0.0942	0.0825	0.0818	0.0719	0.0771	0.0791	0.0803	0.0905	0.0826	0.0851	0.0727
0.0668	0.0739	0.0806	0.0556	0.143	0.0762	0.0699	0.0788	0.0838	0.0771	0.0757	0.0772	0.0884	0.0709
0.0829	0.0885	0.0839	0.0826	0.0853	0.0867	0.7447	0.0859	0.0889	0.0876	0.7048	0.7901	3.617	0.0817
0.0876	0.1233	0.0779	0.0632	0.0822	0.0726	0.0669	0.0767	0.0844	0.0805	0.0778	0.084	0.0848	0.0811
0.0864	0.0764	0.0779	0.0788	0.0828	0.0836	0.1094	0.0787	0.0857	0.0763	0.4852	0.4763	0.0836	0.1746
0.4136	0.0743	0.0804	0.0817	0.0866	0.0835	0.1064	0.0761	0.0822	0.0818	0.9876	0.9536	0.0855	0.0798
0.0771	0.0771	0.7951	0.0794	0.0766	0.0876	0.222	0.0775	0.0836	0.0803	0.5198	0.4685	0.0883	0.0773
0.0752	0.0809	0.078	0.0772	0.078	0.0729	0.0662	0.0825	0.0817	0.2063	0.3799	0.3626	0.0888	0.0796
0.0762	0.0712	0.0832	0.0719	0.0804	0.108	0.1062	0.077	0.0824	0.0766	0.0887	0.0891	1.0351	0.0783
0.08	0.1098	0.0788	0.0817	0.0804	0.0803	0.0685	0.0849	0.0848	0.0816	0.4027	0.4014	0.3697	0.0768
0.0779	0.4859	0.0755	0.0824	0.0829	0.0724	0.0751	0.6222	0.0898	0.0775	0.8239	0.7588	0.0853	0.0773
0.085	0.0823	0.0845	0.0823	0.0856	0.0824	0.3346	0.0912	0.8347	0.0783	0.8394	0.8093	0.0888	0.0819
0.0723	0.1093	0.0764	0.0812	0.0848	0.0758	0.0711	0.0783	0.0832	0.0786	0.3605	0.3525	0.0849	0.0785
0.0762	0.135	0.0831	0.0635	0.0833	0.0824	0.1002	0.0847	0.0847	0.0786	0.1634	0.098	0.0853	0.0804
0.0823	0.0783	0.0784	0.0789	0.0797	0.0764	0.0792	0.0772	0.2557	0.0819	0.6746	0.6484	0.0849	0.0769
0.0861	0.0867	0.0823	0.0743	0.076	0.0962	0.1128	0.1071	0.0853	0.0808	0.0856	0.0837	0.8816	0.0791
0.0748	0.078	0.0778	0.065	0.0824	0.0701	0.0675	0.0796	0.082	0.0784	0.0776	0.0795	0.0827	0.1622
0.0798	0.0764	0.0821	0.0772	0.079	0.082	0.0864	0.0795	0.0863	0.0802	0.3831	0.3832	0.0855	0.1698
0.0744	0.0774	0.0794	0.0789	0.0782	0.438	0.405	0.0769	0.6476	0.0782	0.9328	0.8772	0.0948	0.0758
0.0815	0.0763	0.085	0.077	0.0859	0.0887	0.0918	0.0779	0.0871	0.0823	0.5114	0.4885	0.8315	0.0841
0.076	0.1953	0.0843	0.6407	0.0809	0.0803	0.0988	0.0768	0.087	0.0756	2.3218	2.3152	0.0823	0.0832
0.0785	0.0807	0.0965	0.0753	0.0816	0.0812	0.1221	0.0796	0.2213	0.0801	0.3329	0.3329	0.0892	0.0813
0.0798	0.1157	0.0869	0.078	0.0841	0.0835	0.0867	0.0764	0.0903	0.0865	0.4063	0.3948	0.0799	0.0907
0.1531	0.0755	0.08	0.0763	0.0789	0.0764	0.0668	0.078	0.0796	0.0771	0.0775	0.0764	0.0875	0.0726
0.0798	0.1288	0.0803	0.0757	0.0778	0.074	0.0679	0.0813	0.0817	0.0757	0.3728	0.3703	0.0862	0.0779
0.0738	0.0807	0.079	0.0813	0.1992	0.0757	0.0779	0.0803	0.0825	0.0731	0.3729	0.3589	0.0817	0.0712
0.0776	0.0802	0.0851	0.0767	0.0783	0.0846	0.1096	0.0782	0.0854	0.0869	0.3686	0.3519	0.0822	0.2479
0.0762	0.0812	0.0812	0.0842	0.2992	0.0781	0.0786	0.0796	0.0799	0.0791	0.5126	0.4846	0.0837	0.0789
0.0783	0.0764	0.0767	0.0742	0.0781	0.0775	0.0888	0.0774	0.0869	0.0774	0.3509	0.3509	0.0857	0.0798
0.0828	0.066	0.0767	0.0791	0.0792	0.0789	0.2631	0.0806	0.0803	0.0805	0.5021	0.5603	1.245	0.077
0.0803	0.0742	0.0834	0.0651	0.0819	0.0802	0.1022	0.0728	0.0816	0.0808	0.0966	0.1328	0.0848	0.0713
0.0819	0.0774	0.0858	0.087	0.0808	0.7709	0.7861	0.0852	0.0889	0.0828	1.6032	1.5784	0.9901	0.0828
0.0786	0.0797	0.0856	0.0846	0.0833	0.794	0.6003	0.081	0.0907	0.0854	1.259	1.1703	0.0928	0.0824
0.0796	0.0818	0.0851	0.0693	0.0781	0.0756	0.0752	0.0823	0.0823	0.2143	0.0851	0.0855	0.0881	0.08
0.0819	0.0724	0.0805	0.0787	0.1572	0.0736	0.0754	0.0801	0.0778	0.0718	0.3478	0.3488	0.0842	0.0814
0.0724	0.0775	0.0811	0.0745	0.0828	0.0814	0.1167	0.0777	0.0895	0.0793	0.4192	0.4157	0.0887	0.1617
0.0799	0.0803	0.0854	0.0803	0.3023	0.0798	0.1157	0.0832	0.0783	0.0776	0.4481	0.4159	0.0897	0.0832
0.0712	0.0683	0.079	0.0564	0.075	0.0842	0.0839	0.0804	0.0906	0.081	0.1113	0.0942	0.0876	0.0662
0.0743	0.083	0.9854	0.0777	0.4173	0.0843	0.2333	0.0812	0.0837	0.0815	0.6923	0.6735	0.0925	0.0796
0.393	0.0763	0.0799	0.0789	0.0781	0.0806	0.1088	0.0876	0.0828	0.0794	0.9777	0.9564	0.0875	0.0776
0.0734	0.0733	0.0725	0.0543	0.0737	0.0764	0.0691	0.0722	0.1653	0.0797	0.0745	0.072	0.0877	0.0716
0.0767	0.075	0.0829	0.0779	0.0867	0.0805	0.0934	0.0772	0.0881	0.0769	0.3998	0.3988	0.0872	0.1562
0.0749	0.0728	0.08	0.0775	0.082	0.0731	0.084	0.0772	0.235	0.0813	0.0877	0.0898	0.083	0.0812
0.0758	0.0748	0.0832	0.0661	0.0823	0.0778	0.114	0.131	0.0826	0.0801	0.0826	0.084	0.0877	0.0905
0.0772	0.0771	0.0755	0.079	0.0793	0.0789	0.068	0.0789	0.0819	0.0838	0.382	0.3691	0.0868	0.2144
0.0758	0.0793	0.1663	0.0791	0.0745	0.083	0.1327	0.08	0.0813	0.0818	0.3877	0.386	0.0896	0.0763
0.0846	0.0727	0.0825	0.1948	0.0769	0.0863	0.102	0.0767	0.0839	0.0837	0.7455	0.7472	0.0866	0.0798
0.0763	0.068	0.0783	0.5802	0.0766	0.0904	0.101	0.0798	0.0807	0.0771	2.3178	2.3252	0.0866	0.0752
0.0804	0.074	0.0803	0.0665	0.0832	0.0821	0.1113	0.0717	0.0787	0.0709	0.0936	0.1495	0.0854	0.0698
0.0784	0.0705	0.0785	0.0748	0.0792	0.084	0.0967	0.0745	0.084	0.075	0.4052	0.3892	0.0888	0.0737
0.08	0.0815	0.0788	0.0739	0.1865	0.0809	0.1257	0.0808	0.0817	0.0766	0.088	0.0898	0.0896	0.0762
0.0841	0.0798	0.0772	0.0799	0.0788	0.082	0.096	0.0797	0.0863	0.0766	0.4921	0.483	0.0882	0.1435
0.0769	0.0772	0.0799	0.08	0.082	0.0733	0.0671	0.0783	0.0848	0.0752	0.4322	0.3999	0.0902	0.1884
0.0792	0.7116	0.0839	0.6497	1.2821	0.0821	0.383	0.43	0.0839	0.0811	1.9028	2.1572	2.2135	0.0858
0.0794	0.083	0.0845	0.6622	0.0803	0.0871	0.0952	0.0855	0.0858	0.0814	2.8966	2.9035	0.0883	0.0851
0.0826	0.1803	0.0809	0.0813	0.0835	0.0732	0.0744	0.0859	0.0886	0.1954	0.4418	0.4293	0.0878	0.077
0.0786	0.3383	0.0792	0.0775	0.079	0.0792	0.0686	0.5187	0.0873	0.0793	0.7158	0.6657	0.0847	0.0761
0.0728	0.0788	0.0776	0.0777	0.0828	0.0862	0.1084	0.0863	0.092	0.076	0.3999	0.3955	0.0848	0.16
0.1248	0.065	0.0793	0.0682	0.0741	0.0693	0.0632	0.0825	0.086	0.0824	0.0853	0.0848	0.0839	0.076
0.0784	0.0724	0.0771	0.0851	0.0766	0.1437	0.0834	0.0861	0.0903	0.0776	0.499	0.4741	0.0885	0.077
0.4366	0.0811	0.0845	0.0877	0.077	0.0705	0.077	0.0831	0.0823	0.08	1.1975	1.1573	0.0834	0.0768
0.0784	0.0724	0.0784	0.0761	0.0705	0.0841	0.0896	0.077	0.0836	0.251	0.3467	0.3419	0.0825	0.0753
0.0691	0.1289	0.086	0.059	0.0783	0.0795	0.0776	0.0843	0.0856	0.0763	0.0835	0.0829	0.455	0.0803
0.0767	0.1114	0.0795	0.0771	0.081	0.1458	0.0883	0.0804	0.0923	0.081	0.4312	0.4113	0.0812	0.0726
0.0835	0.0752	0.0777	0.0803	0.0772	0.0816	0.0739	0.0816	0.0873	0.2775	0.3937	0.4117	0.0797	0.077
0.0841	0.0758	0.0838	0.0781	0.1877	0.2102	0.1794	0.0769	0.0921	0.0812	0.4158	0.416	0.0868	0.0771
0.0862	0.4812	0.0796	0.3915	0.0813	0.0872	0.2643	0.7619	0.0885	0.0793	1.4932	1.5173	1.0093	0.0795
0.074	0.1785	0.0777	0.0686	0.0783	0.0858	0.1008	0.0764	0.0784	0.0809	0.0828	0.0826	0.0843	0.0798
0.0835	0.0776	0.0822	0.0901	0.0836	0.0831	0.1391	0.2263	0.0938	0.0856	0.8266	0.8115	0.0956	0.0751
0.0744	0.0786	0.0768	0.0758	0.0845	0.0851	0.1432	0.0841	0.2272	0.0797	0.3267	0.3366	0.0854	0.0803
0.1203	0.0725	0.0784	0.0651	0.0753	0.0737	0.0643	0.0803	0.0853	0.0713	0.0739	0.0757	0.0857	0.0735
0.0784	0.0789	0.078	0.0801	0.2214	0.0811	0.1065	0.087	0.0854	0.0797	0.3936	0.3748	0.0803	0.0761
0.0818	0.1293	0.0747	0.0753	0.0802	0.2119	0.1826	0.0909	0.0829	0.0888	0.0833	0.0782	0.0861	0.0814
0.0849	0.0838	1.0099	0.081	0.0792	1.5359	1.8855	0.4717	1.3366	0.0789	2.6441	2.7352	0.0888	0.0901
0.0787	0.0809	0.7758	0.0767	0.0824	0.0806	0.2445	0.0818	0.0865	0.0802	0.6657	0.6298	0.0879	0.0787
0.0752	0.1614	0.0744	0.0708	0.082	0.2245	0.168	0.0778	0.0915	0.0778	0.0772	0.0753	0.085	0.0772
0.0747	0.077	0.0745	0.0598	0.1585	0.0764	0.0742	0.0781	0.0827	0.0788	0.0861	0.0839	0.0827	0.0749
0.0811	0.2237	0.0771	0.0798	0.0837	0.0769	0.0765	0.0804	0.0773	0.0891	0.4197	0.4054	0.0884	0.0849
0.0761	0.1504	0.0808	0.0806	0.0857	0.2081	0.1743	0.0938	0.0883	0.0838	0.4832	0.4641	0.0886	0.0761
0.0803	0.0731	0.0818	0.0813	0.0767	0.084	0.1778	0.0842	0.0846	0.0808	0.428	0.4153	0.829	0.0783
0.0813	0.0774	0.0823	0.0791	0.0843	1.1062	0.8275	0.3491	0.0774	0.0881	1.9466	1.8264	0.0948	0.075
0.077	0.078	0.091	0.0806	0.0836	0.8168	0.6363	0.0789	0.0802	0.0797	1.6203	1.5195	0.0877	0.2799
0.0889	0.0859	0.0834	0.0868	0.0913	0.0875	0.1963	0.0875	0.0833	0.0886	0.8322	0.8347	0.0979	0.0841
0.6837	0.0807	0.0813	0.0829	0.0816	1.9229	1.4796	0.0782	0.0876	0.0829	4.4444	4.1848	0.0948	0.0797
0.0736	0.0775	0.0812	0.0757	0.0774	0.0711	0.0609	0.0836	0.0796	0.0757	0.3489	0.3331	0.092	0.1653
0.0811	0.0758	0.0792	0.0884	0.0787	0.0733	0.0684	0.0775	0.0825	0.0895	0.6159	0.6121	0.0846	0.2276
0.0834	0.0726	0.0861	1.0115	0.0799	0.082	0.1504	0.0857	0.0857	0.0752	4.0863	4.1105	0.0895	0.0817
0.078	0.1658	0.0801	0.0747	0.0895	0.0844	0.107	0.078	0.0868	0.0766	0.4393	0.4277	0.0827	0.0775
0.0781	0.076	0.3059	0.0695	0.0819	0.0795	0.0756	0.0822	0.0798	0.0788	0.0919	0.0912	0.0874	0.0777
0.0834	0.084	0.4996	0.0867	0.0849	0.0913	0.0909	0.086	0.0924	0.0917	0.87	0.8024	0.0903	0.0885
0.0777	0.2807	0.0785	0.0791	0.0801	1.1619	0.8553	0.0864	0.087	0.0784	1.8502	1.7255	0.0869	0.0811
