"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.0798	0.1776	0.0927	0.0953	0.0845	0.08	0.2268	0.0863	0.0802	0.0781	0.0981	0.0902	0.0789	0.0813
0.0727	0.0771	0.0709	0.1057	0.0946	0.0876	0.0916	0.0818	0.0797	0.074	0.3331	0.0955	0.0801	0.0837
0.0753	0.075	0.0664	0.0804	0.0664	0.0819	0.0831	0.1125	0.0832	0.0753	0.0873	0.0827	0.081	0.0798
0.0799	0.0843	0.0784	0.0808	0.0803	0.083	0.1983	0.1259	0.0792	0.0863	0.6127	0.5297	0.0817	0.0931
0.0743	0.0748	0.0635	0.101	0.0878	0.0736	0.0796	0.0704	0.0795	0.0817	0.0915	0.0823	0.0751	0.5492
0.0734	0.0764	0.6419	0.0914	0.0793	0.0843	0.9965	0.0788	0.086	0.0788	1.6583	1.4088	0.0785	0.0847
0.08	0.0805	0.0787	0.0845	0.0831	0.0834	0.2072	0.0823	0.0861	0.539	1.3345	1.0972	0.0821	0.0917
0.0689	0.0793	0.0726	0.0765	0.0785	0.0821	0.1835	0.0816	0.1319	0.0747	0.6516	0.5738	0.0788	0.0841
0.074	0.0769	0.0755	0.08	0.1942	0.0765	0.0892	0.0742	0.0736	0.0799	1.3377	1.4916	0.0855	0.0873
0.071	0.0795	0.0798	0.0823	0.0801	0.084	0.0912	0.0785	0.0846	0.0856	0.0953	0.0924	0.0821	0.3201
0.0774	0.1601	0.0795	0.0885	0.0812	0.0847	0.0817	0.0783	0.0871	0.0819	0.3726	0.3162	0.5489	0.0857
0.0827	0.2391	0.0766	0.076	0.08	0.0828	0.084	0.081	0.2764	0.0822	1.1295	0.9696	0.0786	0.0899
0.086	0.0792	0.0808	0.0811	0.2495	0.0853	0.2783	0.0768	0.079	0.0802	1.2584	1.5029	0.0813	0.0917
0.0743	0.0761	0.0678	0.0779	0.0771	0.082	0.0814	0.0691	0.0761	0.2377	0.4436	0.3286	0.0744	0.0855
0.074	0.2653	0.0719	0.0802	0.0744	0.0868	0.2211	0.0805	0.2549	0.0813	0.0907	0.0856	0.0804	0.0814
0.0681	0.0775	0.0695	0.089	0.1685	0.0866	0.0888	0.0762	0.0747	0.0795	1.0089	0.9578	0.08	0.0823
0.0706	0.0738	0.0635	0.0866	0.0988	0.0935	0.0826	0.0701	0.0817	0.0716	0.085	0.0792	0.075	0.0831
