"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.0785	0.2165	0.0824	0.0746	0.0742	0.0825	0.4208	0.0874	0.079	0.0855	0.0801	0.0785	0.0864	0.0879
0.0777	0.0744	0.0753	0.0766	0.0741	0.1022	0.0958	0.1845	0.0851	0.0829	0.0892	0.0906	0.0743	0.0787
0.0715	0.077	0.0776	0.0757	0.0697	0.0825	0.0838	0.0836	0.072	0.2863	0.0785	0.0792	0.0832	0.0864
0.0769	0.0795	0.0813	0.0829	0.0756	0.4905	0.4091	0.0813	0.0795	0.0765	0.893	0.7979	0.0838	0.0836
0.0771	0.0915	0.0786	0.0711	0.0709	0.0905	0.1086	0.1198	0.0871	0.0816	0.0784	0.0822	0.2894	0.0802
0.0764	0.2539	0.0842	0.0789	0.0843	0.0804	0.3716	0.0812	0.0713	0.081	0.5797	0.577	0.0881	0.0876
0.0846	0.0791	0.0797	0.0828	0.8376	0.0868	0.1905	0.0857	0.0747	0.0818	0.4383	0.4513	0.0862	0.0882
0.0707	0.0739	0.0841	0.074	0.0736	0.0771	0.1628	0.139	0.0841	0.078	0.2445	0.248	0.0815	0.0815
0.0787	0.0776	0.0955	0.0848	0.0786	0.0872	0.0945	0.0903	0.0777	0.0801	0.3756	0.3703	0.0858	0.5562
0.0928	0.0805	0.095	0.1154	0.0861	0.097	0.1142	0.0913	0.0802	0.0909	0.09	0.0904	0.6404	0.0947
0.0722	0.2443	0.0794	0.08	0.0794	0.1833	0.0892	0.077	0.0773	0.0782	0.3432	0.351	0.081	0.0884
0.0775	0.872	1.013	0.0792	0.0775	0.0789	0.0832	0.0852	0.0775	0.0884	0.9643	1.1214	0.0835	0.0836
0.4062	0.0786	0.0774	0.0789	0.0786	0.0799	0.2088	0.0794	0.071	0.0871	0.4742	0.4742	0.0872	0.0834
0.0799	0.0786	0.0841	0.0853	0.0744	0.0764	0.0846	0.0806	0.0757	0.2767	0.3076	0.3133	0.0812	0.0799
0.0774	0.2422	0.0762	0.0774	0.0749	0.0826	0.2223	0.0821	0.0815	0.252	0.08	0.084	0.0813	0.0879
