"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.0731	0.0729	0.0807	0.0654	0.0763	0.0769	0.0906	0.0843	0.0862	0.1405	0.0809	0.0731	0.0761	0.0863
0.0735	0.0687	0.0733	0.1295	0.0788	0.0721	0.068	0.0843	0.0841	0.082	0.0889	0.0816	0.0796	0.0807
0.0748	0.0673	0.0713	0.06	0.0724	0.0651	0.0621	0.0783	0.0896	0.0848	0.0943	0.133	0.077	0.0878
0.0796	0.0832	0.0868	0.2649	0.0923	0.08	0.1352	0.0831	0.0874	0.0828	1.8775	1.5918	0.0875	0.0884
0.0766	0.0694	0.0767	0.065	0.0699	0.0664	0.0622	0.0802	0.083	0.1415	0.0893	0.081	0.0824	0.0865
0.0797	0.0754	0.1781	0.0712	0.0738	0.0784	0.0906	0.079	0.0846	0.0803	1.14	0.9052	0.0815	0.089
0.0706	0.0747	0.0775	0.0777	0.0745	0.0737	0.0889	0.0841	0.0844	0.2897	0.7018	0.601	0.0839	0.0844
0.0727	0.1409	0.0801	0.0756	0.0853	0.0769	0.0946	0.0793	0.0864	0.0742	0.7732	0.651	0.0799	0.086
0.0729	0.0745	0.086	0.282	0.0804	0.0734	0.0828	0.0835	0.0929	0.0797	1.449	1.2112	0.0864	0.0887
0.0843	0.0844	0.0899	0.0839	0.0942	0.0866	0.0948	1.4181	0.0967	0.0901	0.0982	0.0977	0.0945	0.0828
0.0775	0.2687	0.0809	0.0684	0.0796	0.0707	0.0695	0.7558	0.086	0.0829	0.6154	0.5613	0.0832	0.0803
0.0795	0.4612	0.0826	0.0752	0.0805	0.0726	0.0753	0.0842	0.0755	0.0808	1.4427	1.0351	1.2718	0.0881
0.0746	0.0773	0.0895	0.0747	0.0839	0.0871	0.1494	0.0768	0.0839	0.4588	1.7768	1.4865	0.0797	0.0883
0.072	0.0656	0.0759	0.0747	0.071	0.0732	0.0833	0.0808	0.0864	0.0733	0.6471	0.5524	0.0799	0.085
0.0747	0.1404	0.0806	0.0631	0.0778	0.0756	0.1078	0.0846	0.2519	0.0772	0.0898	0.0878	0.0847	0.0829
0.0742	0.1347	0.0829	0.0738	0.0837	0.0694	0.0687	0.0825	0.0886	0.0767	0.8238	0.667	0.0849	0.0861
0.0723	0.0687	0.0718	0.0585	0.0802	0.08	0.0869	0.0817	0.0853	0.0758	0.0842	0.0803	0.0793	0.0851
0.0718	0.0659	0.0758	0.0878	0.0783	0.0637	0.0588	0.0788	0.0827	0.0755	0.087	0.0795	0.0791	0.0873
0.0786	0.0828	0.0845	0.0816	0.0805	0.0856	0.2296	0.0856	0.7195	0.0741	0.7974	0.6627	0.0809	0.0878
0.0737	0.0693	0.0793	0.0703	0.0756	0.2848	0.1672	0.0832	0.0916	0.0792	0.6794	0.4965	0.0875	1.1947
0.0809	0.0744	0.08	0.079	0.0829	0.0783	0.0852	0.6745	0.088	0.0854	1.1314	0.9708	0.0914	0.087
0.0832	0.794	0.0848	0.0734	1.0193	0.0755	0.1116	0.0808	0.0786	0.0791	2.6539	2.0126	0.0787	0.0883
0.0806	0.0738	0.0804	0.074	0.083	0.174	0.1656	0.0839	0.0887	0.0857	0.4442	0.3788	0.0853	0.087
0.0742	0.0787	0.0874	0.0742	0.1578	0.0817	0.1019	0.0856	0.0912	0.0832	0.6207	0.5128	0.0826	0.0918
0.0764	0.0705	0.0828	0.0629	0.0732	0.0645	0.0601	0.0855	0.0879	0.0709	0.1819	0.0953	0.082	0.0832
0.1422	0.0706	0.0813	0.0752	0.0775	0.0663	0.0606	0.0812	0.0937	0.0783	0.5921	0.504	0.0807	0.0821
0.0734	0.0726	0.0819	0.0745	0.0781	0.0636	0.0642	0.0789	0.0826	0.2761	0.9172	0.7491	0.0808	0.0906
0.0775	0.0814	0.0777	0.0756	0.0809	0.0789	0.1088	0.419	0.0866	0.0743	0.5056	0.4544	0.0844	0.0868
0.0758	0.0755	0.0815	0.074	0.0768	0.0699	0.071	0.0865	0.0848	0.2752	0.7356	0.6293	0.0863	0.0857
0.0743	0.075	0.0828	0.0712	0.0797	0.0658	0.0644	0.4369	0.0827	0.0815	0.544	0.4789	0.0813	0.0846
0.0828	0.0849	0.0943	0.0837	0.0881	0.0825	0.204	0.0899	0.0843	0.0843	0.7715	0.7036	0.5598	0.0876
0.0832	0.0768	0.0813	0.0663	0.0745	0.0785	0.0951	0.0846	0.0778	0.1975	0.0888	0.0861	0.0798	0.0864
0.0792	0.0845	0.0817	0.0767	0.0824	0.5937	0.6845	1.2921	0.0848	0.0806	2.6396	2.3297	0.08	0.0851
0.0724	0.0781	0.0834	0.0742	0.0853	0.0842	0.1363	0.0869	0.0929	0.3046	0.784	0.6427	0.0825	0.0836
0.078	0.0717	0.0722	0.0553	0.0798	0.0697	0.0641	0.078	0.0803	0.081	0.085	0.0788	0.3427	0.0786
0.0747	0.0782	0.0751	0.0749	0.0747	0.0676	0.0724	0.5593	0.0922	0.0785	0.459	0.4121	0.0772	0.0826
0.0745	0.1255	0.0831	0.0775	0.0808	0.0775	0.0886	0.0816	0.0898	0.0793	0.7331	0.6261	0.0767	0.0818
0.0723	0.0808	0.0814	0.076	0.0837	0.0797	0.1056	0.691	0.0844	0.0804	0.6598	0.5864	0.0822	0.0891
0.0692	0.0821	0.0712	0.0721	0.1391	0.0749	0.0749	0.0803	0.0795	0.0739	0.0866	0.0791	0.0786	0.0813
0.0743	0.0861	0.5889	0.0733	0.6681	0.0843	0.143	0.0842	0.0802	0.0807	1.6205	1.0648	0.0818	0.0857
0.0845	0.083	0.0883	0.079	0.082	0.0879	0.1948	0.0916	0.0926	0.0854	0.8822	0.8101	0.0868	0.9653
0.0722	0.0744	0.1433	0.0539	0.0742	0.0661	0.0578	0.0806	0.0766	0.0762	0.0863	0.0773	0.0838	0.0821
0.0682	0.0723	0.0837	0.0745	0.1697	0.083	0.0992	0.0811	0.0807	0.0798	0.5075	0.4259	0.0832	0.0863
0.0684	0.0674	0.0747	0.065	0.0768	0.0763	0.0936	0.0798	0.0791	0.0816	0.0913	0.075	0.083	0.0895
0.0747	0.0799	0.0774	0.0652	0.0783	0.1518	0.1704	0.0824	0.0839	0.0771	0.093	0.0888	0.0818	0.0815
0.0754	0.0683	0.0771	0.0691	0.0739	0.086	0.0706	0.0776	0.0817	0.0776	0.4325	0.3592	0.0743	0.0814
0.0749	0.0774	0.082	0.085	0.0832	0.0762	0.1295	0.0842	0.0826	0.0808	0.4528	0.386	0.1879	0.0851
0.0743	0.0764	0.083	0.0855	0.0778	0.0985	0.1272	0.0813	0.259	0.0769	0.8359	0.6457	0.0852	0.0906
0.1398	0.0696	0.0799	0.0819	0.0705	0.0825	0.0831	0.0817	0.0789	0.075	0.4613	0.3958	0.0796	0.085
0.0788	0.0754	0.0838	0.0671	0.0795	0.0785	0.1258	0.0843	0.2695	0.0829	0.0931	0.0934	0.0845	0.0875
0.0743	0.074	0.0782	0.0761	0.073	0.0665	0.0651	0.3379	0.0874	0.0758	0.4705	0.4374	0.0839	0.0886
