"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.2028	0.079	0.0738	0.0751	0.0803	0.084	0.1778	0.0768	0.0774	0.0805	0.0834	0.0727	0.0747	0.0863
0.0827	0.0908	0.0721	0.0715	0.0895	0.0601	0.0826	0.0767	0.0774	0.0781	0.0867	0.0849	0.0783	0.0819
0.0788	0.0805	0.0746	0.0679	0.0631	0.0667	0.1312	0.0796	0.078	0.0796	0.0811	0.0747	0.0716	0.0837
0.0846	0.0797	0.0708	0.0838	0.1154	0.0823	0.1851	0.0821	0.0843	0.085	0.6742	0.59	0.0885	0.0894
0.0794	0.0747	0.0778	0.0667	0.0597	0.0882	0.0853	0.0792	0.0771	0.0804	0.0841	0.0782	0.0722	0.0834
0.0825	0.084	0.0811	0.0772	0.116	0.0798	0.1697	0.0856	0.0836	0.0832	0.493	0.4243	0.0707	0.0826
0.0877	0.0806	0.0843	0.0762	0.0947	0.0792	0.1467	0.0852	0.0804	0.0784	0.4424	0.3742	0.0783	0.0825
0.086	0.0854	0.0746	0.0748	0.0724	0.251	0.3098	0.0839	0.0904	0.0875	0.755	0.6269	0.0773	0.0837
0.08	0.0836	0.0779	0.076	0.0731	0.0754	0.086	0.0839	0.0855	0.0856	0.8353	0.7267	0.0797	1.3388
0.0851	0.0789	0.0835	0.0757	0.0826	0.0823	0.0935	0.0879	0.0813	0.3779	0.099	0.0918	0.0793	0.0788
0.0867	0.2536	0.0761	0.0723	0.077	0.124	0.086	0.0855	0.082	0.083	0.7251	0.6004	0.074	0.082
0.0911	0.3681	0.0839	0.0787	0.0803	0.0874	0.095	0.0846	0.085	0.0867	1.0879	0.907	0.3849	0.0887
0.0825	0.0853	0.0839	0.0751	0.0723	0.2744	0.3272	0.0854	0.0839	0.0815	0.7677	0.6328	0.0755	0.0856
0.0868	0.0762	0.076	0.0709	0.0677	0.0778	0.1519	0.0805	0.0781	0.0866	0.4958	0.4093	0.0749	0.0834
0.0855	0.3241	0.0726	0.1448	0.0752	0.0823	0.1999	0.0829	0.0801	0.079	0.0819	0.0821	0.0747	0.0799
0.0905	0.0799	0.0823	0.1137	0.075	0.0701	0.0837	0.0786	0.0821	0.0829	0.6409	0.5324	0.0774	0.0786
0.2023	0.0742	0.0702	0.0735	0.0745	0.0662	0.0752	0.0779	0.0817	0.0817	0.0801	0.0749	0.0736	0.0842
0.0777	0.0748	0.0786	0.0636	0.056	0.059	0.0808	0.2067	0.0816	0.0814	0.0897	0.0783	0.0834	0.0831
0.0962	0.0803	0.0793	0.0772	0.0701	0.2432	0.3007	0.082	0.0854	0.0856	0.7442	0.6165	0.0786	0.0805
0.083	0.0789	0.0785	0.0763	0.0735	0.4459	0.4229	0.0819	0.0843	0.0872	1.8342	1.445	0.7034	0.082
0.0876	0.0809	0.0889	0.1326	0.0782	0.0782	0.0888	0.0763	0.0837	0.0819	0.6225	0.5481	0.0789	0.0805
0.0851	0.9239	0.0741	0.0795	0.0751	0.5483	1.0659	0.0854	0.093	0.0807	0.8593	0.7051	0.0726	0.0797
0.083	0.0809	0.0849	0.0736	0.0741	0.0803	0.1721	0.0848	0.0828	0.083	0.506	0.4223	0.0803	0.2079
