"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.0759	0.0702	0.0667	0.0663	0.0865	0.0835	0.243	0.0864	0.0807	0.0806	0.0848	0.1214	0.0843	0.0828
0.087	0.0776	0.0819	0.0727	0.0841	0.088	0.0924	0.0765	0.0702	0.0749	0.2524	0.0905	0.0769	0.0809
0.0723	0.0734	0.1269	0.0598	0.0855	0.0811	0.0926	0.0803	0.0735	0.0801	0.0858	0.0846	0.0829	0.0862
0.0794	0.6909	0.0826	0.0831	0.0885	0.0861	0.7012	0.0853	0.0886	0.0841	0.7052	0.603	0.0845	0.0862
0.1025	0.0835	0.0872	0.0676	0.0875	0.076	0.0905	0.0829	0.0691	0.0788	0.0875	0.1874	0.0973	0.0821
0.0768	0.0757	0.0729	0.076	0.0833	0.0797	1.3744	0.9766	0.084	0.0794	0.3566	0.3382	0.0794	0.086
0.0734	0.0767	0.0716	0.0764	0.0825	0.0874	0.2427	0.0855	0.0768	0.2459	0.3358	0.3588	0.0742	0.0821
0.433	0.0783	0.0731	0.075	0.0871	0.0808	0.3329	0.083	0.0766	0.0802	0.274	0.2354	0.0828	0.0821
0.0744	0.0748	0.0655	0.077	0.0856	0.0892	0.5534	0.0811	0.0824	0.0752	0.3397	0.3961	0.0754	0.0865
0.0839	0.0873	0.0815	0.1447	0.0866	0.0919	0.0937	0.0927	0.0983	0.0839	0.0927	0.0921	0.0905	0.0865
0.0728	0.1968	0.0737	0.075	0.083	0.083	0.0944	0.0852	0.1216	0.079	0.3213	0.3436	0.0772	0.086
0.0714	0.2244	0.0754	0.0794	0.0883	0.0905	0.0923	0.0888	0.1336	0.083	0.4604	0.4817	0.0793	0.0823
0.0774	0.0796	0.0766	0.273	0.0849	0.0811	0.4722	0.0832	0.0839	0.0826	0.6851	0.7438	0.079	0.0881
0.0756	0.0825	0.0772	0.0851	0.079	0.2919	0.0892	0.0751	0.0808	0.088	0.2656	0.252	0.0769	0.0862
0.0771	0.2216	0.1815	0.0614	0.0866	0.0856	0.4895	0.0878	0.0796	0.081	0.0778	0.0785	0.0893	0.0865
