"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.1481	0.0912	0.1882	0.0954	0.0955	0.1074	0.1287	0.123	0.1039	0.0769	0.089	0.0835	0.0807	0.0802
0.0782	0.0776	0.0732	0.076	0.5025	0.0882	0.0821	0.0894	0.0909	0.0801	0.0862	0.0953	0.081	0.0843
0.1735	0.0956	0.0846	0.0787	0.0777	0.0987	0.083	0.1536	0.1963	0.0874	0.0858	0.0777	0.0785	0.0851
0.0899	0.1002	0.2583	0.1105	0.0973	0.0966	0.5361	0.1749	0.2014	0.1031	1.0985	1.1555	1.2023	0.0958
0.0898	0.0792	0.0911	0.0794	0.0787	0.0898	0.0756	0.0908	0.3465	0.0906	0.0831	0.0874	0.0781	0.1061
0.0781	0.08	0.0737	0.0801	0.0772	0.0847	0.1905	0.0857	0.09	0.3379	0.7546	0.6975	0.0782	0.0878
0.0829	1.5314	0.1455	0.1	0.0809	0.0963	0.791	0.1076	0.1222	0.0904	1.6282	1.7969	0.0855	0.0946
0.0779	0.0764	0.0763	0.4124	0.0734	0.0835	0.6243	0.0872	0.0964	0.0979	1.331	1.1546	0.0767	0.0814
0.0824	0.7126	0.1929	0.1385	0.084	0.1011	0.0866	0.0978	0.0943	0.0972	0.3968	0.3239	0.0841	0.0955
0.0792	0.0857	0.1015	0.0786	0.0786	0.09	0.2676	0.0973	0.098	0.0858	0.0955	0.0905	0.0831	0.0798
0.0801	0.5663	0.0769	0.0781	0.0782	0.0859	0.0898	0.0859	0.0816	0.0819	0.4029	0.454	0.0811	0.6763
0.0783	0.2053	0.1376	0.0747	0.078	0.0841	0.0849	0.0933	0.0914	0.0831	0.5726	0.4613	0.0778	0.0834
0.0819	0.0826	0.0955	0.0792	0.0879	0.0864	0.4594	0.0837	0.086	0.0895	0.8236	0.7435	0.0827	0.6511
0.0796	0.0815	0.0833	0.1828	0.0804	0.0865	0.0918	0.1625	0.1683	0.0831	0.4032	0.3203	0.0822	0.0983
0.0773	0.3438	0.0711	0.184	0.0791	0.0877	0.2722	0.0844	0.084	0.0778	0.078	0.0779	0.0823	0.0854
0.0854	0.113	0.0906	0.1102	0.0782	0.0999	0.1123	1.6827	0.0935	0.0826	0.4131	0.4166	0.0736	0.0866
0.0724	0.1088	0.2568	0.0787	0.0977	0.1124	0.1349	0.1668	0.1663	0.0846	0.0742	0.0915	0.0772	0.0883
0.3711	0.0848	0.0829	0.0872	0.0745	0.0952	0.1052	0.1293	0.1286	0.0811	0.084	0.0777	0.0784	0.0838
0.0735	0.0791	0.0694	0.0764	0.0741	0.0884	0.4878	0.0843	0.085	0.0764	0.9624	0.8638	0.0779	0.8112
0.0833	1.0646	0.1339	0.0842	0.0767	1.1918	1.7195	0.0955	0.0964	0.0875	1.2095	1.5945	0.0809	0.0889
0.0794	0.0808	0.0784	0.0747	0.0776	0.0871	0.0807	0.3551	0.0855	0.0839	0.5043	0.3739	0.0808	0.0843
0.9597	1.484	0.1164	0.0906	0.081	0.0877	0.8523	0.1019	0.1126	0.084	2.1423	1.9973	0.0805	0.0871
0.0933	0.2638	0.1978	0.1587	0.1235	0.1031	0.2421	0.1151	0.1045	0.0822	0.6613	0.5511	0.0809	0.101
0.0752	0.0765	0.2988	0.0809	0.1155	0.0868	0.1759	0.1258	0.1116	0.0995	0.6159	0.5635	0.0778	0.0901
0.0804	0.0755	0.2736	0.0686	0.0722	0.0744	0.0677	0.0859	0.0844	0.0783	0.0781	0.0699	0.0741	0.0837
0.0778	0.0808	0.2809	0.0709	0.0768	0.0831	0.0805	0.0836	0.0971	0.079	0.3404	0.2833	0.0798	0.0817
0.0781	0.0816	0.0898	0.093	0.0799	0.0838	0.0835	0.1762	0.1827	0.0825	0.2928	0.2391	0.0819	0.4017
0.0802	0.078	0.0768	0.0705	0.0718	0.0892	0.1594	0.3566	0.0902	0.0891	0.3455	0.3078	0.0763	0.0828
0.0927	0.0893	0.188	0.1497	2.0584	0.1042	0.0922	0.1322	0.1369	0.0913	0.4045	0.424	0.0884	0.0918
0.0759	0.0763	0.2097	0.076	0.0781	0.0926	0.085	0.088	0.0822	0.0772	0.2979	0.2751	0.0804	0.0796
0.0818	0.0849	0.0878	0.0863	0.0869	0.094	0.6322	0.0857	0.0869	0.0926	0.8107	0.7611	0.0896	1.3916
0.0767	0.0789	0.0713	0.0704	0.0743	0.0867	0.1678	0.0941	0.0874	0.08	0.0932	0.1283	0.0738	0.0921
0.074	0.0829	0.0786	0.0846	0.3067	0.844	0.6371	0.0831	0.0861	0.0806	0.7229	0.5142	0.0842	0.0837
0.08	0.0823	0.0802	0.0742	0.0789	0.0828	0.2291	0.7983	0.0919	0.0806	0.4284	0.475	0.0772	0.0846
0.1818	0.0825	0.0779	0.0795	0.0738	0.0766	0.0731	0.1467	0.1573	0.0804	0.0759	0.0735	0.0742	0.0795
0.0789	0.0716	0.0703	0.1031	0.0729	0.0841	0.0775	0.0913	0.0933	0.0833	0.2932	0.2539	0.0846	0.0863
0.0791	0.085	0.0799	0.0704	0.0852	0.5105	0.4639	0.0851	0.0925	0.0823	0.6305	0.6795	0.0743	0.0821
0.0819	0.0871	0.099	1.0588	0.086	0.0883	1.5401	0.0969	0.1036	0.0854	3.0195	2.7028	0.0868	0.0827
0.085	0.0793	0.131	0.0755	0.0778	0.0971	0.1066	0.1502	0.1685	0.0776	0.1	0.0837	0.0803	0.2461
0.0821	0.0919	0.1062	0.0806	1.2894	0.817	0.6724	0.0913	0.0979	0.089	1.1035	0.7269	0.0926	0.0896
0.0761	0.0857	0.3196	0.073	0.07	0.0866	0.195	0.0889	0.0878	0.0826	0.4181	0.3803	0.0793	0.0865
0.0827	0.1589	0.0895	0.1169	0.0754	0.0817	0.0718	0.1338	0.1223	0.0797	0.0712	0.0683	0.0785	0.0867
0.3298	0.0732	0.0733	0.0724	0.0844	0.0846	0.272	0.0783	0.0814	0.0789	0.852	0.7833	0.0784	0.0801
0.231	0.0894	0.1655	0.1039	0.0875	0.0768	0.0909	0.0855	0.0907	0.0821	0.0803	0.079	0.0818	0.0867
0.0776	0.0874	0.1418	0.075	0.0779	0.4763	0.5029	0.1233	0.0987	0.0733	0.1093	0.1046	0.0812	0.0884
0.0766	0.0788	0.1122	0.0687	0.0771	0.0767	0.0736	0.0773	0.0872	0.0809	0.3241	0.2537	0.0812	0.0814
0.0766	0.0886	0.1205	0.083	0.0839	0.0962	0.3281	0.1816	0.2237	0.1053	0.4016	0.3983	0.1943	0.0824
0.0818	0.0839	0.0883	0.1064	0.0775	0.0953	0.2411	0.1098	1.1336	0.0823	0.6242	0.8913	0.0799	0.0909
0.0798	0.0807	0.0775	0.0762	0.0733	0.0855	0.2015	0.1783	0.0879	0.0846	0.3889	0.3335	0.0744	0.0966
0.3606	0.0695	0.0692	0.0762	0.0748	0.0877	0.2172	0.0855	0.0869	0.0828	0.0861	0.0854	0.082	0.0839
0.0843	0.0818	0.1681	0.1756	0.0767	0.101	0.2819	0.1381	0.1175	0.0891	0.6735	0.5802	0.0861	0.0878
0.0759	0.2333	0.0758	0.0693	0.073	0.089	0.2291	0.0894	0.0888	0.0827	0.0985	0.0976	0.0768	0.0852
0.0804	0.0798	0.1392	0.0713	0.0823	0.0885	0.205	0.083	0.0836	0.0808	0.383	0.3813	0.0745	0.0801
0.0882	0.09	0.2101	0.1192	0.0847	0.0935	0.0876	0.1409	0.1652	0.1244	0.5588	0.5376	0.787	0.0963
0.083	0.5912	0.0809	0.3163	1.0746	0.0848	0.4397	0.8379	0.0882	0.092	1.0112	0.947	0.4635	0.0834
0.0793	0.0835	0.1484	0.0772	0.0741	0.0869	0.078	0.0823	0.087	0.077	0.2517	0.2277	0.0807	0.0886
0.0723	0.356	0.0821	0.0724	0.077	0.0878	0.0825	0.0959	0.095	0.0859	0.3467	0.3048	0.2819	0.085
0.0807	1.204	0.1566	0.0867	0.0961	0.0863	0.0876	2.4026	0.1169	0.0908	0.7381	0.5918	0.0878	0.0948
0.0827	0.0783	0.1674	0.08	0.0795	0.0804	0.1967	0.0875	0.0838	0.0848	0.4197	0.4077	0.0753	0.0913
0.4201	0.1548	0.2472	0.0752	0.1109	0.093	0.0891	0.0968	0.0975	0.0943	0.0917	0.0858	0.0867	0.0835
0.0906	0.0878	0.0829	0.1112	0.079	0.0947	0.0921	0.0913	1.0025	0.093	0.4669	0.7647	0.0768	0.0882
0.0761	0.0945	0.086	0.0703	0.0727	0.085	0.0814	0.0844	0.0808	0.4572	0.3898	0.3471	0.0772	0.081
0.087	0.081	0.0758	0.0833	0.0732	0.0879	0.2309	0.088	0.7774	0.0798	0.624	0.8154	0.0797	0.084
0.0764	0.2257	0.0788	0.0725	0.0861	0.0798	0.0784	0.1339	0.1278	0.2884	0.0889	0.0852	0.0757	0.0849
0.0791	0.4737	0.0965	0.0828	0.0793	0.0857	0.08	0.0868	0.0817	1.025	1.0196	0.8092	0.078	0.083
0.0805	0.089	0.1488	0.145	0.0875	0.0878	0.091	0.0878	0.0962	0.0888	0.6598	0.5305	0.0779	0.0839
0.0871	0.2485	0.1045	0.101	0.083	0.3971	0.2976	0.1473	0.1332	0.0776	0.3904	0.3171	0.0808	0.0879
0.0854	0.7272	0.0802	0.3944	0.0844	0.0878	0.6743	0.5615	0.0903	0.0792	1.5259	1.3317	0.9805	0.0853
0.0733	0.0761	0.083	0.1111	0.0828	0.0865	0.1738	0.2456	0.2334	0.0791	0.1525	0.0875	0.0808	0.0847
0.0793	0.0843	0.0796	0.2333	0.0753	0.0867	0.3547	0.0849	0.0877	0.0829	0.6317	0.5626	0.0778	0.0822
0.0826	0.0816	0.0802	0.0731	0.0752	0.0847	0.389	0.803	0.097	0.0823	0.4064	0.4545	0.0801	0.0853
0.0705	0.0831	0.0924	0.0586	0.0761	0.0792	0.0721	0.0906	0.0835	0.0779	0.0754	0.0649	0.1712	0.0806
0.083	0.0857	0.1342	0.0919	0.8981	0.0904	0.2182	0.1258	0.0997	0.0793	0.4953	0.5001	0.0822	0.0871
0.0834	0.0863	0.0736	0.0976	0.0837	0.5747	0.5025	0.1076	0.1169	0.0824	0.086	0.0825	0.0793	0.0877
0.0875	0.0799	0.0829	0.0832	0.0762	1.47	1.2593	1.5803	1.097	0.0811	0.8455	0.9936	1.9323	0.0847
0.0786	0.0805	0.0884	0.0836	0.0831	0.0917	0.4845	0.1145	0.1022	0.0771	1.0307	1.0001	0.6559	0.0803
0.086	0.5866	0.1565	0.1052	0.0788	0.094	0.3363	0.0888	0.0887	0.0789	0.0859	0.1706	0.0818	0.0823
0.088	0.0875	0.9364	0.0959	0.078	0.0844	0.0783	0.1079	0.097	0.0852	0.1012	0.0843	0.0766	0.0843
0.0808	0.0786	0.078	0.0792	0.0801	0.0824	0.0818	0.0861	0.0898	0.0909	0.4366	0.306	0.082	0.3999
0.0885	0.2247	0.0836	0.0711	0.0836	0.3598	0.2631	0.1154	0.1127	0.0816	0.6631	0.4953	0.0796	0.082
0.0829	0.0816	0.1062	0.0834	0.0832	0.4436	0.5942	0.0963	0.1284	0.0887	1.4486	1.3327	0.0787	0.0818
0.0802	0.0773	0.0864	0.0783	0.5528	0.4573	0.4597	0.0877	0.0875	0.0789	0.6111	0.6464	0.081	0.0886
0.0814	0.0881	0.0881	0.084	0.7107	0.9419	0.7918	0.0955	0.1097	0.0839	0.7733	0.7134	0.0794	0.0885
0.0894	0.1196	0.1297	0.0906	0.0928	0.0957	0.0994	0.0937	0.0976	1.6277	1.2312	1.1818	0.0899	0.0929
0.076	0.0838	0.0769	0.079	0.0826	0.9791	0.8382	0.5471	0.0843	0.0854	0.645	0.4373	0.0816	0.0874
