"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
0.1768	0.0706	0.0587	0.0721	0.0819	0.0792	0.1488	0.084	0.088	0.0842	0.0792	0.084	0.0767	0.0774
0.0797	0.077	0.0625	0.0796	0.0756	0.0679	0.0804	0.0769	0.0862	0.4306	0.0884	0.0923	0.0893	0.0766
0.0677	0.0705	0.0616	0.0688	0.0788	0.066	0.0743	0.0777	0.0817	0.0835	0.0908	0.1519	0.0732	0.0816
0.0785	0.0821	0.0712	0.0806	0.0837	0.0813	0.2272	0.0835	0.0895	0.7713	0.7386	0.7784	0.0831	0.0861
0.0751	0.0752	0.0731	0.0723	0.0764	0.091	0.0821	0.083	0.1915	0.084	0.0828	0.0871	0.0829	0.0862
0.0804	0.0744	0.0728	0.0803	0.0798	0.079	0.1902	0.0812	0.0889	0.9301	0.9672	0.9882	0.0818	0.0857
0.0842	0.0777	0.0696	0.0766	0.0809	0.084	0.211	0.0826	0.2465	0.0819	0.3492	0.3161	0.0802	0.082
0.078	0.0779	0.0686	0.078	0.3215	0.0777	0.1526	0.0769	0.0948	0.0808	0.7677	0.6678	0.0781	0.0784
0.0748	0.076	0.0683	0.0804	0.0818	0.0678	0.0799	0.0794	0.0799	0.0747	0.397	0.4009	0.2791	0.0785
0.0795	0.0795	0.072	0.0818	0.3348	0.0811	0.0892	0.0821	0.086	0.0845	0.0908	0.0862	0.0797	0.078
0.8743	0.2566	0.0775	0.0789	0.073	0.069	0.0871	0.0777	0.0861	0.0804	1.7114	1.511	0.0789	0.0824
0.0758	0.1297	0.0748	0.0798	0.0732	0.1207	0.0885	0.0783	0.0934	0.0791	0.4375	0.4007	0.0767	0.0842
0.6033	0.0719	0.0762	0.0821	0.0803	0.0798	0.2046	0.0813	0.0941	0.0809	0.9645	0.8757	0.0804	0.0828
0.0812	0.0816	0.0871	0.0787	0.0778	0.0701	0.0854	0.0748	0.0875	0.0828	0.3729	0.3275	0.0823	0.078
0.1569	0.1482	0.0764	0.0724	0.0771	0.0768	0.1819	0.0762	0.0838	0.0767	0.0829	0.081	0.0824	0.0817
0.081	0.074	0.0647	0.2251	0.08	0.0799	0.0827	0.0814	0.0932	0.0809	0.7036	0.6848	0.0788	0.0812
0.0775	0.0728	0.0642	0.0706	0.0805	0.0809	0.0822	0.0791	0.1817	0.0872	0.0769	0.0774	0.0764	0.08
0.0664	0.0765	0.0741	0.067	0.0729	0.0701	0.0781	0.0765	0.0831	0.078	0.089	0.0852	0.0876	0.074
0.0751	0.0795	0.073	0.0826	0.0715	0.0798	0.1547	0.076	0.0909	0.0762	0.4588	0.4152	0.0825	0.3411
0.0755	0.0777	0.0714	0.4503	0.0758	0.4193	0.4305	0.0794	0.0932	0.0808	0.997	1.0035	0.0789	0.0855
0.0736	0.0819	0.0971	0.079	0.077	0.0779	0.0881	0.079	0.0862	0.0832	0.3702	0.3418	0.0786	0.0874
0.0782	0.23	0.0768	0.087	0.0727	0.0847	0.3227	0.0807	0.088	0.9093	0.9377	0.9515	0.0866	0.0835
0.0764	0.0733	0.0707	0.0828	0.1036	0.0829	0.1839	0.0951	0.2089	0.0973	0.3463	0.3238	0.0826	0.0813
0.0793	0.0768	0.1086	0.1969	0.0898	0.0775	0.1886	0.1022	0.0894	0.0947	0.5564	0.5591	0.0783	0.0889
0.0772	0.1324	0.0733	0.074	0.0725	0.0742	0.0811	0.0819	0.0802	0.0793	0.0843	0.0871	0.0803	0.0835
0.07	0.0723	0.0592	0.0794	0.0752	0.0806	0.0853	0.0888	0.1781	0.083	0.3859	0.3486	0.0785	0.0836
0.0772	0.0802	0.0731	0.0838	0.0744	0.0739	0.0787	0.0807	0.0848	0.0872	0.4441	0.4089	0.0815	0.4859
0.0728	0.0766	0.0968	0.0896	0.0752	0.0836	0.1632	0.0775	0.0817	0.0872	0.3912	0.3766	0.0778	0.0824
0.0739	0.0747	0.0652	0.0775	0.0773	0.1162	0.0844	0.0748	0.0891	0.0794	0.372	0.3401	0.0771	0.0829
0.0801	0.0827	0.0828	0.079	0.0755	0.0677	0.0781	0.0754	0.0823	0.0764	0.3987	0.3706	0.0797	0.0852
0.0754	0.0874	0.074	0.084	0.0796	0.0836	0.216	0.0778	0.0966	0.082	0.4844	0.4462	0.0826	0.3825
0.0804	0.0731	0.0622	0.0754	0.0705	0.076	0.1707	0.0801	0.0878	0.0833	0.0917	0.1663	0.0819	0.0809
