name,node_ID,width_threshold,node_Area,node_Degree,degree_Asymmetry,subtree_degree_Asymmetry,area_Asymmetry,subtree_area_Asymmetry,node_HS,Area,Perimeter,MajorAxisLength,MinorAxisLength,Eccentricity,Orientation,Circularity,Elongation,Roughness,VTotLen,VTotVol,MSTLength,MSTRatio,Boundary,vein_density
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,475,0,0.076280336,1,0,0,0,0,1,0.076280336,1.07689164,0.407209385,0.248384264,0.792426859,6.798869756,0.826567738,1.639433102,15.20307415,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,476,0,0.057303277,1,0,0,0,0,1,0.057303277,1.01913306,0.449780812,0.168545272,0.927134967,-3.471215635,0.693310123,2.668605343,18.12517978,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,477,0,0.041768135,1,0,0,0,0,1,0.041768135,0.96036512,0.430317688,0.132897427,0.951115432,-7.361001057,0.569091624,3.237968547,22.08145418,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,478,0,0.151258325,1,0,0,0,0,1,0.151258325,1.54051524,0.522639789,0.385428961,0.675384497,-11.12021276,0.800934778,1.355995116,15.68963036,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,479,0,0.10600176,1,0,0,0,0,1,0.10600176,1.38015658,0.556701729,0.258445922,0.885706893,-3.774009727,0.699304331,2.154035648,17.96981666,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,480,0,0.080838551,1,0,0,0,0,1,0.080838551,1.51446966,0.70351438,0.179444654,0.966922875,19.42496404,0.442901581,3.920508991,28.37282852,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,481,0,0.110885562,1,0,0,0,0,1,0.110885562,1.51886174,0.575161728,0.282530202,0.871036267,18.90697159,0.604015912,2.035753076,20.80470128,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,482,0,0.127676538,1,0,0,0,0,1,0.127676538,1.47848052,0.539046597,0.339748617,0.776370422,-12.9064472,0.733989333,1.586604241,17.12064473,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,483,0,0.066605757,1,0,0,0,0,1,0.066605757,1.09950676,0.489588745,0.177320951,0.932106825,8.076484203,0.692350203,2.761031582,18.15030972,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,484,0,0.09748999,1,0,0,0,0,1,0.09748999,1.33872508,0.426897488,0.350369807,0.571308749,44.04757065,0.68357645,1.218419737,18.38327025,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,485,0,0.173816839,1,0,0,0,0,1,0.173816839,1.94466162,0.787345351,0.3172187,0.915245539,27.18116333,0.577581967,2.482026917,21.75686109,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,486,0,0.078838518,1,0,0,0,0,1,0.078838518,1.09173196,0.410325295,0.253114482,0.787070562,19.69944505,0.831220542,1.621105562,15.11797409,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,487,0,0.226050264,1,0,0,0,0,1,0.226050264,1.88207448,0.740035022,0.393203408,0.847164429,-43.83047981,0.801938882,1.882066652,15.66998545,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,488,0,0.066419707,1,0,0,0,0,1,0.066419707,1.03444396,0.325713875,0.279051397,0.515752167,-1.967943996,0.779996914,1.16721822,16.1107953,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,489,0,0.138420902,1,0,0,0,0,1,0.138420902,1.52571584,0.587656069,0.311626169,0.847818417,-34.1174922,0.747247086,1.885772531,16.81688809,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,490,0,0.018884034,1,0,0,0,0,1,0.018884034,0.58388748,0.257710728,0.095842044,0.928273695,-65.42720308,0.696059429,2.688911033,18.05358866,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,491,0,0.076466386,1,0,0,0,0,1,0.076466386,1.05345812,0.37449028,0.268551364,0.696958247,-55.53820996,0.86585641,1.39448288,14.51322698,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,492,0,0.046093788,1,0,0,0,0,1,0.046093788,0.81163456,0.272655205,0.22242611,0.578365199,-89.68924423,0.879288119,1.225823737,14.29152781,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,493,0,0.047163574,1,0,0,0,0,1,0.047163574,0.8967618,0.38518968,0.159405587,0.91035118,-37.69781052,0.736991312,2.416412673,17.0509074,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,494,0,0.063070814,1,0,0,0,0,1,0.063070814,1.01942632,0.311017923,0.297803549,0.288391763,24.88741652,0.76265236,1.044372787,16.47719364,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,495,0,0.076698948,1,0,0,0,0,1,0.076698948,1.15620824,0.407553223,0.256133384,0.777836976,-24.0272869,0.720986526,1.591175721,17.42941117,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,496,0,0.193817171,1,0,0,0,0,1,0.193817171,1.75199662,0.641813643,0.39912119,0.783124772,-69.03195936,0.793479271,1.608067072,15.83704965,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,497,0,0.037675044,1,0,0,0,0,1,0.037675044,0.73256348,0.275167295,0.178273911,0.761746976,-58.50920414,0.88221229,1.543508486,14.24415728,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,498,0,0.032977292,1,0,0,0,0,1,0.032977292,0.6995615,0.241656462,0.186296348,0.636939254,-6.010311718,0.846784789,1.29716156,14.84009961,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,499,0,0.024977159,1,0,0,0,0,1,0.024977159,0.62421414,0.210446694,0.167241189,0.607007365,22.69321386,0.805537373,1.258342487,15.5999846,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,500,0,0.061721955,1,0,0,0,0,1,0.061721955,1.0979518,0.470871847,0.178624584,0.925253818,-34.49886216,0.643402859,2.636097657,19.53110784,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,501,0,0.111071611,1,0,0,0,0,1,0.111071611,1.51487886,0.603697692,0.264599989,0.898829317,43.54295255,0.608214999,2.281548443,20.66106664,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,502,0,0.048326384,1,0,0,0,0,1,0.048326384,0.90791932,0.336693046,0.196343608,0.812362241,-75.52067969,0.736715226,1.714815415,17.05729728,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,503,0,0.020558481,1,0,0,0,0,1,0.020558481,0.6055478,0.238731243,0.124521642,0.853191625,-15.81371114,0.70453735,1.917186756,17.83634412,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,504,0,0.02307015,1,0,0,0,0,1,0.02307015,0.62387996,0.231369492,0.148521327,0.766769364,-7.395000915,0.744831814,1.557819988,16.87142033,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,505,0,0.074512865,1,0,0,0,0,1,0.074512865,1.09179334,0.371558745,0.273818399,0.675952596,-53.36950494,0.78552542,1.356953175,15.99740797,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,506,0,0.047117061,1,0,0,0,0,1,0.047117061,0.81964124,0.294646466,0.211927367,0.694741174,17.65618633,0.881333859,1.390318157,14.25835452,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,507,0,0.036279672,1,0,0,0,0,1,0.036279672,0.74620348,0.245504059,0.201106527,0.573568433,0.945805738,0.818763881,1.220766237,15.34797871,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,508,0,0.043721656,1,0,0,0,0,1,0.043721656,0.79758536,0.266579186,0.218617637,0.572241479,-24.70110483,0.863678522,1.219385539,14.54982415,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,509,0,0.093582949,1,0,0,0,0,1,0.093582949,1.28503122,0.404678377,0.336232093,0.556477749,17.32731893,0.712162713,1.203568562,17.64536443,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,510,0,0.132606852,1,0,0,0,0,1,0.132606852,1.5377054,0.627764521,0.279209417,0.895645937,83.88478176,0.704741022,2.24836443,17.83118937,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,511,0,0.037535507,1,0,0,0,0,1,0.037535507,0.76770012,0.256022218,0.200621157,0.621255097,-12.04870717,0.800329695,1.276147648,15.70149239,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,512,0,0.044233292,1,0,0,0,0,1,0.044233292,0.85286828,0.304539887,0.200000123,0.75412681,-8.168493801,0.764179188,1.522698497,16.44427226,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,513,0,0.026372531,1,0,0,0,0,1,0.026372531,0.63267776,0.212363674,0.169383426,0.603173289,-29.25959175,0.827935559,1.253745297,15.17795736,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,514,0,0.015395604,1,0,0,0,0,1,0.015395604,0.484902,0.184120945,0.114789348,0.781866924,-4.019910221,0.822808286,1.603989811,15.27253776,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,515,0,0.257818233,1,0,0,0,0,1,0.257818233,2.129204,0.82828405,0.416792404,0.864170074,-74.43869158,0.714642673,1.987282016,17.58413134,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,516,0,0.070559311,1,0,0,0,0,1,0.070559311,1.04493312,0.385715316,0.242297894,0.778069624,59.0433251,0.812058291,1.591905357,15.474715,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
UCBG_Trilan820779_B01_x_crop_recrop_CNN_1,517,0,0.092373626,1,0,0,0,0,1,0.092373626,1.36043314,0.576208567,0.228993839,0.917639057,3.548513077,0.627196248,2.516262309,20.03578728,463.2583115,2.170061111,202.6463184,0.437436984,0,6.24337347
