clade,code,rmin,PC1,PC2,PC3
basal angiosperms,Ari_bae,0.03,-0.5329328472621876,0.826068559930065,0.5218515734483017
basal angiosperms,Ari_bae,0.04,-0.378461848449155,-0.03487481683892983,-0.36575829102264285
basal angiosperms,Ari_bae,0.05,-0.35349933461350286,-0.44540352154220597,-0.6794265037140617
basal angiosperms,Ari_bae,0.060000000000000005,-0.3063367021610959,-0.6310906800958999,-0.8852164990182743
basal angiosperms,Ari_bae,0.06999999999999999,-0.2938402983328743,-0.6783989429239372,-0.9398475911802519
basal angiosperms,Ari_bae,0.09,-0.11720877627124135,-0.33084875671907354,-1.1481622040291357
basal angiosperms,Ari_bae,0.09999999999999999,-0.10881277247453322,-0.3623425499343593,-1.1924868947648397
basal angiosperms,Ari_bae,0.11,-0.09274264799574058,-0.4236434941550137,-1.2687797778653185
basal angiosperms,Ari_bae,0.15000000000000002,-0.06415325199939166,-0.5342418104707538,-1.3931322013243566
basal angiosperms,Asi_tri,0.01,0.965758719241924,0.7304899738281336,1.9110966007419747
basal angiosperms,Asi_tri,0.02,0.987832226592948,0.6493600096173595,1.8196268260811317
basal angiosperms,Asi_tri,0.03,1.0246414024753776,0.5066914908518201,1.6574949574068594
basal angiosperms,Asi_tri,0.04,1.061432949405566,0.366150111011408,1.4905974921052065
basal angiosperms,Asi_tri,0.05,1.097212566494726,0.19078649562680106,1.294707315453296
basal angiosperms,Asi_tri,0.060000000000000005,1.1515688868166967,-0.03292410798140519,1.0196282926601936
basal angiosperms,Asi_tri,0.06999999999999999,1.2233145994248096,-0.29223233057126574,0.6806556245885658
basal angiosperms,Asi_tri,0.08,1.286179761883821,-0.5710887761925967,0.34936393993727116
basal angiosperms,Asi_tri,0.09,1.3090502720210306,-0.8433139604462849,0.11975602076101625
basal angiosperms,Asi_tri,0.09999999999999999,1.3089056756252058,-1.060074452550218,-0.016301654371050217
basal angiosperms,Asi_tri,0.11,1.3320681107265666,-1.1193560844356298,-0.11000437268482766
basal angiosperms,Asi_tri,0.12,1.343640422875192,-1.1602590372379233,-0.16304991122837284
basal angiosperms,Asi_tri,0.13,1.350358122741865,-1.1969708875367153,-0.20214903007115864
basal angiosperms,Asi_tri,0.14,1.3537417148014272,-1.2110698733119958,-0.217626496231134
basal angiosperms,Asi_tri,0.15000000000000002,1.355738031291398,-1.2535400150328828,-0.25020170054991925
basal angiosperms,Asi_tri,0.16,1.359793073757074,-1.269502013736527,-0.2692562123231182
basal angiosperms,Asi_tri,0.17,1.3602280749317486,-1.2897717197631702,-0.2832675679527214
basal angiosperms,Asi_tri,0.18000000000000002,1.3623480715987761,-1.2980365676915089,-0.29362122269738616
basal angiosperms,Asi_tri,0.19,1.3645964933173076,-1.3067094463120956,-0.30383867365497735
basal angiosperms,Asi_tri,0.2,1.3665040107254849,-1.3141312618206282,-0.31281596265678674
basal angiosperms,Asi_tri,0.21000000000000002,1.3688308400245082,-1.3232158060222172,-0.3230198963936172
basal angiosperms,Asi_tri,0.22,1.3699253958618902,-1.327448319839152,-0.32792512429507087
basal angiosperms,Asi_tri,0.24000000000000002,1.3724011568590484,-1.337025967949547,-0.33867429618876205
basal angiosperms,Asi_tri,0.25,1.3739511010478354,-1.343096459772285,-0.3463682936753664
basal angiosperms,Asi_tri,0.26,1.3757690218004335,-1.3500654475921485,-0.35493210016100946
basal angiosperms,Asi_tri,0.27,1.3790197321462703,-1.3626341526435528,-0.36983655355646333
basal angiosperms,Asi_tri,0.29000000000000004,1.3829968473551757,-1.3779570194023025,-0.3880798838897123
basal angiosperms,Asi_tri,0.32,1.3865569184188242,-1.3917350453932198,-0.40395794765542153
basal angiosperms,Asi_tri,0.38,1.3985732411363099,-1.438203572110294,-0.45567127409453073
ferns,Asp_obl,0.02,0.7919916434657044,-0.850973910887196,-0.28943951403682017
ferns,Asp_obl,0.03,0.8743614860595981,-0.667888891558699,-0.3760373993742477
ferns,Asp_obl,0.04,0.8018128944106868,-0.888836968162854,-0.3327667506751358
ferns,Asp_obl,0.05,0.8502759373298316,-1.076055807247604,-0.5428233613225478
ferns,Asp_obl,0.060000000000000005,0.8889800563378145,-1.225800184929296,-0.7088704103066191
ferns,Asp_obl,0.06999999999999999,0.894405725984984,-1.2466991032451087,-0.7329917914928382
ferns,Asp_obl,0.09,0.8965316265032313,-1.254671456861654,-0.7442389262218528
monocots,Ast_ban,0.01,-0.8042027201162774,0.4429186591636113,3.688101965593094
monocots,Ast_ban,0.02,-0.6772096926797548,0.7158930467250392,3.5459987068969694
monocots,Ast_ban,0.03,-0.4390781660970418,0.6963313839419633,2.9289079928509523
monocots,Ast_ban,0.04,-0.6402199655013985,-1.9355185036325815,1.7283679279927906
monocots,Ast_ban,0.05,-0.2409859443322136,-2.810034686937027,0.1504936029178855
monocots,Ast_ban,0.060000000000000005,0.1334702894498802,-1.9173955970944139,-0.20896903327204652
monocots,Bar_pur,0.01,-10.371122954932758,-6.8663260335327685,9.553151385794097
monocots,Bar_pur,0.02,-10.455766123646347,-8.05147211481918,8.932990733353154
monocots,Bar_pur,0.03,-9.560018806088634,-9.281098645484626,5.942792317345408
rosids,Beg_for,0.01,1.079390195193138,0.7957179922255009,1.4891350173251707
rosids,Beg_for,0.02,1.0802557635254855,0.7543356908089858,1.462002151714397
rosids,Beg_for,0.03,1.0863117532354922,0.7289491077903207,1.4344937086547658
rosids,Beg_for,0.04,1.0982835786261296,0.6472930122683969,1.3569715447079895
rosids,Beg_for,0.05,1.1642779031967387,0.30796025099749647,0.963503346743935
rosids,Beg_for,0.060000000000000005,1.2342781751544214,-0.263337483037551,0.423311950368515
rosids,Beg_for,0.06999999999999999,1.3568342696255096,-0.5632894207667328,-0.05366318090104524
rosids,Beg_for,0.08,1.4340596369469796,-0.6569754569974507,-0.2916352980673408
rosids,Beg_for,0.09,1.4358863068368448,-0.749896165851139,-0.35306686325932424
rosids,Beg_for,0.09999999999999999,1.4426566923710902,-0.7734250705172733,-0.3821244883776115
rosids,Beg_for,0.11,1.449810766671181,-0.7994835379669796,-0.4175654014944469
rosids,Beg_for,0.12,1.4553647691369922,-0.8205070112032224,-0.44386132873274853
rosids,Beg_for,0.13,1.5340706779643476,-0.6459712274637772,-0.5269823261599057
rosids,Beg_for,0.14,1.5356684424873288,-0.6524270530492073,-0.5333372869195278
rosids,Beg_for,0.15000000000000002,1.539130860231809,-0.6658424254149905,-0.5481352919219654
rosids,Beg_for,0.16,1.5408302923831099,-0.672374700607957,-0.5559997118737895
rosids,Beg_for,0.17,1.5419614283932401,-0.676432071133298,-0.5614522536148362
rosids,Beg_for,0.18000000000000002,1.512252918704172,-0.7862922804565551,-0.558340312403914
rosids,Beg_for,0.19,1.551146156045479,-0.7110711960344709,-0.6078661113586742
rosids,Beg_for,0.2,1.5511441190911026,-0.7132413442892388,-0.6067059689253335
rosids,Beg_for,0.21000000000000002,1.5134082062226066,-0.840615611815017,-0.5918250303623153
rosids,Beg_for,0.22,1.558169779459568,-0.7401220574934656,-0.6390706203158519
rosids,Beg_for,0.23,1.5594065402233115,-0.7445825404517048,-0.6448003374089931
rosids,Beg_for,0.25,1.5619350115952275,-0.7540763527237432,-0.6575180294794777
rosids,Beg_for,0.26,1.561940283243819,-0.7542235741292125,-0.656364156096244
rosids,Beg_for,0.27,1.561933581595936,-0.7542142045211178,-0.6562215299167372
rosids,Beg_for,0.32,1.559977447551851,-0.7472942629466557,-0.640423516607768
rosids,Beg_for,0.36000000000000004,1.4472753780981789,-1.0280891328275832,-0.5375369006754508
rosids,Beg_for,0.38,1.5751994974149541,-0.804087746310186,-0.7177173497355259
rosids,Beg_for,0.4,1.573394055163094,-0.7976986339195538,-0.7040286896313762
rosids,Beg_for,0.42000000000000004,1.5696868062509655,-0.784154872279095,-0.6815468638533458
basal angiosperms,Bei_tar,0.01,-0.051512993349285184,2.485822294221951,1.9996745454485425
basal angiosperms,Bei_tar,0.02,-0.024867630618015717,2.3967114246516754,1.879440058317844
basal angiosperms,Bei_tar,0.03,0.0164734871901095,2.246777811531657,1.6813470268044743
basal angiosperms,Bei_tar,0.04,0.059064473221040144,2.087799715057946,1.474257187784711
basal angiosperms,Bei_tar,0.05,0.10905251245744144,1.9266637763315129,1.248300940658626
basal angiosperms,Bei_tar,0.060000000000000005,0.16868277312814803,1.6914334164925422,0.9514966703280917
basal angiosperms,Bei_tar,0.06999999999999999,0.2439724879315804,1.4096525347514275,0.5884923032872242
basal angiosperms,Bei_tar,0.08,0.30713488093963687,1.1215407023995767,0.2518271981405733
basal angiosperms,Bei_tar,0.09,0.3677491890053231,0.8910525441238376,-0.043458413990149575
basal angiosperms,Bei_tar,0.09999999999999999,0.41993637324779226,0.6545234709490385,-0.31896098664639105
basal angiosperms,Bei_tar,0.11,0.45302940453362833,0.41999246221239406,-0.5389510163560849
basal angiosperms,Bei_tar,0.12,0.49378022688786366,0.31506381315783477,-0.6964474019159123
basal angiosperms,Bei_tar,0.13,0.4337440721843097,0.03359602406540982,-0.7203050150245549
basal angiosperms,Bei_tar,0.14,0.45347384435696286,-0.011451682198486163,-0.7897970946028756
basal angiosperms,Bei_tar,0.15000000000000002,0.4615976593469689,-0.04329542315007731,-0.8255948840148855
basal angiosperms,Bei_tar,0.16,0.46775081047985095,-0.0684193218324729,-0.854049206114414
basal angiosperms,Bei_tar,0.17,0.47019911076127224,-0.11389317164094213,-0.8862103275694856
basal angiosperms,Bei_tar,0.19,0.4848894220927689,-0.13460310406968,-0.9310492467657361
basal angiosperms,Bei_tar,0.2,0.47895698638347345,-0.18267694048111693,-0.9462338733259987
basal angiosperms,Bei_tar,0.21000000000000002,0.48273866499446266,-0.19665724058017087,-0.9644383565186471
basal angiosperms,Bei_tar,0.26,0.5029017347876287,-0.20389782250777233,-1.0134088214442267
basal angiosperms,Bei_tar,0.3,0.5011839165527845,-0.26738842262291007,-1.0438818636472196
basal angiosperms,Bei_tar,0.32,0.6271022822028655,0.026422929252310906,-1.1673752096818308
basal eudicots,Bux_har,0.01,-3.717799508902191,2.8835939997170295,1.7684740379455555
basal eudicots,Bux_har,0.02,-3.7569001225626693,2.694670969078831,1.7409032377133493
basal eudicots,Bux_har,0.03,-3.7392235842074477,2.5838974724407473,1.6216126722903619
basal eudicots,Bux_har,0.04,-3.711766779388962,2.284881263320562,1.3532583897827726
basal eudicots,Bux_har,0.05,-3.624140166604029,1.8073098777402299,0.8225089379049668
basal eudicots,Bux_har,0.060000000000000005,-3.4937330091276753,1.2583969566037976,0.1366100044929904
basal eudicots,Bux_har,0.06999999999999999,-3.4005914818583607,0.8176416512447593,-0.3831110843710742
basal eudicots,Bux_har,0.08,-3.216865941326148,0.7841115718912663,-0.8519430102608463
basal eudicots,Bux_har,0.09,-3.0889429735365477,0.6279440165251673,-1.2503695896636802
basal eudicots,Bux_har,0.09999999999999999,-3.0152951277406297,0.3612860738985825,-1.5705015965307498
basal eudicots,Bux_har,0.12,-2.9751400356877147,0.2069570044561468,-1.7440035785164532
basal eudicots,Bux_har,0.13,-2.9639437663026076,0.16372611102860207,-1.8003805602638774
monocots,Cal_nut,0.01,-5.098372159978186,-9.467458038668127,4.813079285216081
monocots,Cal_nut,0.02,-4.899315217986871,-9.085319805234997,4.571476436871318
monocots,Cal_nut,0.03,-4.709412261575411,-8.669287407692355,4.365524467443646
monocots,Cal_nut,0.04,-4.617624200962927,-8.690038473021888,4.147537764252568
monocots,Cal_nut,0.05,-4.681181529461805,-8.842972837125036,4.207777833427125
monocots,Cal_nut,0.060000000000000005,-4.555948088856568,-8.545504767006786,4.086980477846668
rosids,Cal_pan,0.01,0.009160253069695954,1.7580326750676023,1.3301453610152807
rosids,Cal_pan,0.02,0.05146316796885289,1.5884776215306746,1.1280922107009044
rosids,Cal_pan,0.03,0.16348114285068124,1.1879680091262752,0.5867055498400366
rosids,Cal_pan,0.04,0.252893795083456,0.7981000142283211,0.10920280467674119
rosids,Cal_pan,0.05,0.3219624268273649,0.5234750933072442,-0.2426598826950819
rosids,Cal_pan,0.060000000000000005,0.34998586778737373,0.14171285992138186,-0.559164394290238
rosids,Cal_pan,0.06999999999999999,0.30411639319092276,-0.3086219338482455,-0.7318381173168785
rosids,Cal_pan,0.08,0.3389481866870717,-0.36012779468141526,-0.8454774716055021
rosids,Cal_pan,0.09,0.3448834689693753,-0.3830642758264449,-0.8711129321997922
rosids,Cal_pan,0.09999999999999999,0.34850666998783375,-0.3970377506752955,-0.8870011821324605
rosids,Cal_pan,0.12,0.35389161422822335,-0.41790414797698344,-0.9114296282503916
rosids,Cal_pan,0.14,0.3589326938549826,-0.43726159563712147,-0.9342743283272049
rosids,Cal_pan,0.15000000000000002,0.36260051470151433,-0.45130601180016033,-0.9509190407313032
asterids,Cam_sin,0.01,-2.7879785465658937,2.098391880716309,0.6001379105056713
asterids,Cam_sin,0.02,-2.7747097504428555,2.0320401719281973,0.5272844614747373
asterids,Cam_sin,0.03,-2.6930335773927108,1.7649828367739004,0.17140263907000008
asterids,Cam_sin,0.04,-2.5743522373594527,1.253843316539516,-0.4149972502918443
asterids,Cam_sin,0.05,-2.4966022956323397,0.946726406298682,-0.7936527703417936
asterids,Cam_sin,0.060000000000000005,-2.4483787115329503,0.7200034930366832,-1.0535890629984255
asterids,Cam_sin,0.06999999999999999,-2.415591219527463,0.5311896718029645,-1.2515784034708035
asterids,Cam_sin,0.08,-2.39170942865289,0.3757987383335861,-1.4076106149858079
asterids,Cam_sin,0.09,-2.3731435674814136,0.25910694619228214,-1.524697449159615
asterids,Cam_sin,0.09999999999999999,-2.3518990184621686,0.15404911100887478,-1.6425803070756113
asterids,Cam_sin,0.11,-2.324000906734688,0.11891467485232457,-1.7295365675732535
asterids,Cam_sin,0.12,-2.33440105969184,0.008786639531136037,-1.7717507444917817
asterids,Cam_sin,0.13,-2.3225891231395366,-0.022258303091312576,-1.8190228646039859
asterids,Cam_sin,0.14,-2.308418403777597,-0.060057788097678894,-1.8765602367906211
asterids,Cam_sin,0.15000000000000002,-2.2916305314086607,-0.08608850967439813,-1.9327769853091352
asterids,Cam_sin,0.16,-2.2856564470425482,-0.1091029233957021,-1.9595863255425583
asterids,Cam_sin,0.17,-2.2818440126792354,-0.12376925314491,-1.9769098024338165
asterids,Cam_sin,0.19,-2.2693270913881567,-0.1718616822777979,-2.03328739236786
asterids,Can_can,0.01,0.33823848480810126,0.5988915858381415,2.2792757212959707
asterids,Can_can,0.02,0.46191182783864804,-0.0031068076939302913,1.5800117041667139
asterids,Can_can,0.03,0.6030892889363416,-0.9605271447577935,0.6239504499192826
asterids,Can_can,0.04,0.6577525347491718,-1.3978584159810568,0.2222006036714595
asterids,Can_can,0.05,0.6803289268578651,-1.4850392091968214,0.12146114822394391
asterids,Can_can,0.060000000000000005,0.6902118575041355,-1.5560558152404338,0.06216825016459346
asterids,Can_can,0.06999999999999999,0.7553799995000877,-1.476194336207773,-0.047952147371564405
asterids,Can_can,0.13,0.8597706170056222,-1.4489203809385944,-0.2749575464171391
asterids,Can_can,0.42000000000000004,0.8958364780490177,-1.5908525560843791,-0.433136747609657
rosids,Car_pal,0.01,1.0635773128578982,1.8634882372185884,2.3884162903182893
rosids,Car_pal,0.02,1.07857919220674,1.838088756804659,2.333217434163055
rosids,Car_pal,0.03,1.0870785413154929,1.8119931562540434,2.2960888325493465
rosids,Car_pal,0.04,1.0958306007208427,1.763401816686082,2.2442874158876855
rosids,Car_pal,0.05,1.1152601473219563,1.698419108163782,2.1558160936669095
rosids,Car_pal,0.060000000000000005,1.143966411397487,1.5843311813622873,2.0100314378599498
rosids,Car_pal,0.06999999999999999,1.174589856896791,1.3986584314633876,1.8112531707539061
rosids,Car_pal,0.08,1.226917748332662,1.192387404815845,1.5464672075170383
rosids,Car_pal,0.09,1.2727515251085777,0.977823650887981,1.3004001025086087
rosids,Car_pal,0.09999999999999999,1.2860055957441439,0.7429385463340636,1.125154922493017
rosids,Car_pal,0.11,1.291897005397616,0.5176159503903764,0.9650556854087669
rosids,Car_pal,0.12,1.3558578136741941,0.45396361760956006,0.7693820261917229
rosids,Car_pal,0.13,1.3310121546356228,0.2443414325128396,0.6984524257751551
rosids,Car_pal,0.14,1.348849228206519,0.1846162793706683,0.6198722516748473
rosids,Car_pal,0.15000000000000002,1.369252653940631,0.10766547316459296,0.5238380245967293
rosids,Car_pal,0.16,1.3849757008777597,0.05050906809484579,0.4496655770226704
rosids,Car_pal,0.17,1.396792653420221,0.010997217189861908,0.3942635250877221
rosids,Car_pal,0.18000000000000002,1.414713749417079,-0.05246381991831295,0.3083468757459543
rosids,Car_pal,0.19,1.4312725740749759,-0.10294832707866175,0.23293705792927158
rosids,Car_pal,0.2,1.4209478445492945,-0.22035510634950856,0.18313917093888796
rosids,Car_pal,0.21000000000000002,1.4283409486302205,-0.2755507763403721,0.1331172332943962
rosids,Car_pal,0.22,1.4437702949627589,-0.2887419345304388,0.08624009212604736
rosids,Car_pal,0.23,1.458144924045425,-0.3410527084782325,0.015780046675994974
rosids,Car_pal,0.24000000000000002,1.5128966908726875,-0.26480848861315115,-0.07037974650463519
rosids,Car_pal,0.25,1.5857652256042982,-0.14973203126584483,-0.17736612014961653
rosids,Car_pal,0.26,1.592874693861686,-0.1646692475364771,-0.20355179461555764
rosids,Car_pal,0.27,1.5954270093387217,-0.19145914665899627,-0.22364544233369013
rosids,Car_pal,0.28,1.5974711160077577,-0.19859823674722316,-0.22861236506097996
rosids,Car_pal,0.29000000000000004,1.6043620478837544,-0.22485766070320085,-0.26245413743232887
rosids,Car_pal,0.31,1.6166324990800396,-0.2794544714531137,-0.321108176872485
rosids,Car_pal,0.33,1.626042299461791,-0.31543735236657616,-0.36822756880791135
rosids,Car_pal,0.34,1.6280645323194154,-0.32374240809233196,-0.37352136332217684
rosids,Car_pal,0.39,1.6288673746396598,-0.3267624224256476,-0.3700995255406367
monocots,Car_pen,0.01,-10.11133676456155,-5.84107407687067,8.401312855796675
monocots,Car_pen,0.02,-9.961458518315077,-5.65381546735898,8.140173658260604
monocots,Car_pen,0.03,-9.77515368389815,-6.297893494376642,7.21467175564701
monocots,Car_pen,0.04,-9.310772282488823,-7.519456665447627,5.316531998961284
monocots,Car_pen,0.05,-9.028321631073227,-7.479663681187369,4.637158019984824
monocots,Car_pen,0.060000000000000005,-8.676248898615329,-7.0421733885681,4.044161727741551
monocots,Car_pen,0.06999999999999999,-8.634166522508417,-7.204735709984895,3.828708924851683
monocots,Car_pen,0.08,-8.56958814503277,-7.140745690965811,3.7179488444423936
monocots,Car_pen,0.09999999999999999,-8.545533643714773,-7.2172870798948345,3.622274104487948
rosids,Cat_edu,0.01,-1.0716543774992777,2.565034377421789,1.7488784336951404
rosids,Cat_edu,0.02,-1.0228159792716063,2.4153577839981373,1.540291032520805
rosids,Cat_edu,0.03,-0.8984997052352455,1.8798576017148225,0.8861909912127253
rosids,Cat_edu,0.04,-0.7417047513617442,1.0884135614551016,-0.02177703020434439
rosids,Cat_edu,0.05,-0.7380957008904427,0.4147248000406446,-0.45151508827305825
rosids,Cat_edu,0.060000000000000005,-0.7238092436466621,0.006010304895737867,-0.7381433862545557
rosids,Cat_edu,0.06999999999999999,-0.7005870249330035,-0.16540120123192034,-0.8882690905252759
rosids,Cat_edu,0.08,-0.6792110485348986,-0.24830445751776928,-0.9850825631270916
rosids,Cat_edu,0.09,-0.5486199374046613,-0.0025337987792210803,-1.1480775990167333
