"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.2409	-0.1876	-0.0157	-0.7215	-0.1721	-0.4646	-1.4844	-1.7101	-0.918	0.2917	-0.7797	-1.1087	0.4905	0.7695
1.3994	-1.4059	-1.318	-0.3706	-1.0427	-0.0169	0.9388	0.0324	0.4486	-0.1531	-0.2789	-0.513	1.0325	0.2877
0.9455	1.3227	0.0034	0.7664	0.9082	0.2234	-0.5209	-0.1235	0.1012	-1.0884	-0.0891	0.4072	0.8495	-0.7228
-1.0383	-5.4618	-0.2166	-1.8967	-2.1871	1.4646	9.0023	-2.1562	-1.7745	1.9087	5.4417	3.2332	-0.8017	-1.7842
0.1461	-0.096	-0.1329	-0.7517	0.9652	-2.024	-0.6106	0.4359	0.67	1.2875	-1.5263	-0.7033	0.9683	-0.5293
0.4264	-0.1052	-0.4541	-0.943	-0.2487	-0.1109	-0.6575	0.6049	-0.2477	1.7187	-2.6575	-2.8991	0.6564	2.0074
-0.2476	0.5224	0.7466	4e-04	0.501	2.9833	4.4297	1.5498	0.6551	-0.7912	3.1263	2.3779	0.0097	0.3236
-1.3792	0.1253	-0.1521	-0.0355	-0.3319	0.1236	-1.3759	-0.5107	-1.0671	-0.4183	0.2621	0.0094	-1.1646	-0.4129
0.4649	0.0706	0.0934	-0.004	0.4573	-0.6748	-0.1892	-0.5399	0.5083	-5.0334	-1.2753	-0.2079	-1.9121	-0.2389
1.8124	0.8199	0.6896	1.9544	0.4248	-1.2135	-1.9102	-1.3358	-2.1242	-0.9951	-2.0517	-0.9649	-2.9228	-2.2621
1.0516	-0.2372	-0.5835	0.2548	0.2213	-0.7904	-0.9857	-0.4061	-0.2807	-3.8122	-0.8456	-0.0799	-1.085	0.4668
1.1847	1.8277	1.7021	1.8723	0.5561	2.7624	2.3083	-0.9933	-0.8829	0.4321	1.6325	1.0867	0.2204	-0.7333
-1.6391	0.7785	-0.6597	-0.3035	-0.6808	-1.8209	-5.6245	-0.8678	-0.992	0.3595	-3.9553	-3.4579	-1.6581	-0.9657
0.9873	0.1286	-0.1749	0.8117	0.4047	-0.3743	-0.7301	-1.2205	-1.3866	0.1753	0.5035	0.5794	0.7387	-0.3401
1.2375	-0.288	1.4571	0.8473	0.2964	0.0586	1.8138	1.2899	1.0924	-0.6539	0.9056	1.2404	-1.2582	1.9561
