"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.3161	0.0365	0.8463	-0.5856	0.5839	-0.3468	0.8901	-1.9199	-0.6477	0.4514	-0.7616	-1.0302	0.4021	0.7991
1.2073	-1.0996	-0.3094	-0.2522	-1.4489	0.0544	0.9863	-0.0698	0.6046	-0.1183	-0.3519	-0.3156	1.0119	0.2345
0.837	0.5339	0.0132	0.9286	0.4514	-0.1308	-0.1515	0.0251	-0.157	-1.1452	-0.0347	0.4035	0.9514	-0.2532
-1.0274	-0.4587	-0.1417	-1.8943	-2.2974	1.4272	2.5224	-2.1174	-1.7852	1.8767	-14.2136	-14.7752	-0.7803	-4.6778
0.0255	0.1702	-0.0202	0.6077	0.5501	-1.8743	-0.8228	0.2739	0.868	1.2803	-1.6045	-0.6145	1.1101	-1.6385
0.4139	-0.1104	-0.459	0.1512	-0.2423	-0.0897	-0.0154	0.6063	1.066	1.7337	0.7318	1.006	0.6561	2.0044
-0.2445	0.4922	0.75	0.0089	0.5253	-0.3926	-2.0135	1.5393	0.6496	-0.7938	3.61	2.6611	-6.2089	0.3073
-1.3735	0.1366	-0.1449	1.1037	-0.3375	0.1025	-0.5799	-0.5047	-1.0827	-0.4231	-9.5594	-9.0232	-1.6227	-0.4132
-2.4167	0.1384	0.02	0.0216	0.4273	-0.7808	-0.1059	-0.5302	0.4732	-1.241	-8.0246	-7.6262	-1.9406	-0.211
1.7223	0.948	0.917	1.827	0.1472	-1.2074	-1.9416	-1.1864	-2.1706	-1.0263	-0.8071	-0.8962	-2.8886	-2.3371
1.0532	0.1773	0.2669	0.2487	0.2391	-0.7945	-0.9719	-0.3981	-0.286	-0.5628	5.4722	5.0366	-1.1044	0.472
1.181	1.992	1.7178	1.8684	0.5351	2.1242	2.3118	-0.2549	-0.8941	0.4229	-11.5837	-10.8882	0.2167	-0.739
7.7869	0.7411	-0.6811	-0.2712	-0.6398	-1.8019	-2.3265	-0.8833	-0.9689	0.3714	26.0524	24.222	0.5074	-0.9825
0.9416	0.2607	0.5526	0.8369	0.2647	-0.5193	-0.5101	-1.1982	-1.4685	0.157	2.1823	2.2091	0.7818	-0.316
1.2113	0.5064	1.4499	0.8857	0.2911	0.0569	0.0221	1.2939	1.1182	3.9408	0.9983	1.1659	-1.2231	1.9501
-9.8144	-0.0726	0.2794	0.9272	0.4241	2.2067	2.1622	-0.363	-0.9129	0.0668	-39.4772	-37.0524	-1.3794	-1.0992
1.0802	1.08	0.0546	0.3275	0.6425	-0.8054	0.3639	-0.554	0.8826	-0.1133	-0.4237	-0.1653	0.267	0.2865
0.2501	-0.4157	0.7616	0.5293	0.0148	0.0349	0.0998	-0.2377	-0.4299	-0.4088	1.7172	1.6975	0.1957	0.8777
-2.0909	-0.4913	0.122	-0.9027	0.2168	0.5825	0.7599	0.0475	-0.0726	-0.7762	-2.5419	-2.5857	0.3622	-0.8489
-0.607	-1.0368	-1.0956	1.2011	-0.8721	-0.4186	-1.3306	0.3384	-0.2963	-0.3104	-2.8327	-2.0631	0.4565	1.3931
0.5973	1.0475	2.4935	0.3826	0.9802	2.5595	1.9679	0.2728	-1.0258	-2.2294	0.1098	-0.6858	-1.6295	-0.1006
0.7148	0.6833	-0.4801	1.4231	0.1793	0.3833	0.2687	1.5338	1.4276	0.274	-5.1722	-3.9801	1.1687	0.9678
-0.7505	1.0985	-0.7054	0.2513	0.6354	-0.6383	-0.948	0.0869	0.6226	-0.0553	-3.6658	-3.434	-1.8446	0.2566
-0.7769	0.4025	-1.3409	-0.4417	0.0515	-0.7006	-0.989	0.5237	1.2696	-1.1741	-1.7291	-1.7657	-2.1711	0.3277
-0.6711	0.3184	-0.4692	0.8191	1.1381	0.385	0.3481	0.0932	0.365	-9.8702	-0.8127	-0.5621	-0.3034	0.0538
