"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.1913	-0.2661	-0.2056	-0.6744	0.8336	-0.6337	0.8286	-1.6817	-0.9278	0.3332	-0.9341	-0.9135	0.3293	0.9632
1.3981	-1.2956	-1.2908	-0.4817	-1.2076	0.0591	0.8207	-0.1417	0.5253	-0.1051	-0.5073	-0.1814	-0.9991	0.3339
1.0186	1.259	0.4094	0.6084	0.5639	-0.1586	-0.7231	0.0346	-0.0458	-1.2047	0.1683	0.2541	0.9277	0.1481
17.5704	-0.5088	-0.0826	-1.8831	-2.3015	1.4248	-4.8715	-2.0744	-1.8545	1.8732	-20.6304	-17.1219	-0.7893	-1.7787
0.0191	0.0832	-0.2811	0.5956	0.7704	-1.9364	-0.7889	0.2665	0.8624	-0.358	-1.4933	-0.7966	1.0038	-0.3992
0.4109	-0.1213	-0.4531	-0.9359	-0.2217	-0.1028	0.8216	0.6172	1.0701	-0.1359	-1.2834	-0.5506	0.6582	2.0026
-0.252	0.5337	0.7308	-3.8743	0.4882	-0.3889	-2.2809	1.5404	0.6726	-0.7928	-8.919	-6.6019	0.0318	0.2953
-1.367	0.1814	-0.1487	-0.0438	-0.3328	0.1055	-0.0998	-0.4952	-1.0942	-0.4297	1.6424	1.1631	-1.6206	-0.4134
0.4884	0.2122	-0.0192	-0.0366	0.4506	-0.818	0.038	-0.4224	0.3737	-0.9983	-0.9382	-0.4683	-1.9031	-0.3087
1.9401	1.0376	0.6269	1.6866	0.4209	-1.0697	-1.7896	-1.2589	-1.242	-0.9193	-0.7665	-0.8935	-2.8417	-2.6652
1.0359	-0.1485	-0.6089	-2.2737	0.2367	-0.7721	-1.0066	-0.4054	-0.2595	-0.5731	-6.0184	-4.3703	-1.0887	0.4738
1.1915	-0.6102	1.7216	1.8829	-5.2561	2.762	2.2918	-0.2941	-0.8671	0.4384	5.9192	2.6433	0.2129	-0.7269
-1.6164	0.7514	-0.6231	-0.2927	-0.6671	-10.7063	-5.7978	-0.8442	-1.0212	0.3399	-16.0781	-12.4377	0.5143	-0.9357
0.9656	0.4337	0.4749	0.7624	0.2253	-0.5605	-0.5207	-1.1591	-0.9634	0.1962	-1.0265	-1.2716	0.8087	-0.4283
1.2349	1.7563	1.4066	0.8486	0.3292	0.832	0.7991	1.337	1.1058	0.5847	0.9951	1.1252	-1.2702	1.966
0.4511	-0.2159	0.2871	0.9825	0.4937	5.841	2.1779	-0.3151	-0.9968	0.0408	10.0782	7.5037	-1.4076	-1.0374
0.9225	0.6755	-0.063	0.7253	0.7106	-0.5791	-0.0222	-1.3328	-0.9449	-0.1042	-0.1266	-0.1625	0.109	0.556
-0.0419	-0.2172	0.2434	0.987	0.4408	0.1328	0.3233	-0.5312	0.0383	-0.2416	2.0228	1.364	0.0683	-1.2321
-2.2147	-0.4878	0.1149	-1.0232	0.2184	0.577	0.1234	0.047	-0.0577	-0.7708	1.0025	0.6354	0.3682	-0.8571
-0.6113	-1.0378	-1.0974	-1.1408	-3.0231	0.4149	0.8497	0.3274	-0.2977	-0.312	0.6143	0.2707	0.4566	1.3801
0.6384	1.2824	2.2517	0.2944	1.0298	2.5175	2.2167	-2.6507	-1.19	-2.0752	3.6619	1.8921	-1.6162	-0.3252
0.7102	-0.2842	-0.4849	1.4274	0.5934	0.3852	1.5943	0.4122	1.4347	0.2763	3.6714	3.308	1.1634	0.9649
-0.677	0.6903	0.5743	0.3628	1.0258	-0.3341	0.3369	0.4907	0.7264	0.0759	0.6176	0.8783	-1.8792	0.246
-0.6861	-0.0335	-0.8692	-0.333	0.0984	-0.922	-0.1612	0.9448	0.9407	-0.6259	-0.0706	0.7145	-1.2231	0.4873
-0.668	0.1322	-0.2382	0.7051	1.0761	-2.1467	-0.0046	-0.2569	0.6177	0.158	-0.893	-0.293	-0.3338	0.2162
-1.205	0.5241	0.655	-0.1069	0.2178	-0.8129	0.3316	0.4901	0.9435	-0.9403	0.0367	0.2147	-0.6649	0.2059
0.0438	-0.1333	0.5358	-0.0407	0.4309	-0.7681	-0.7309	0.5861	0.1899	2.4437	-3.4377	-2.7626	0.314	0.1051
0.2331	-0.3672	-0.0657	-0.1588	-0.0664	-0.6691	-0.6264	2.0364	1.6167	1.7257	-2.5762	-1.575	1.2413	0.5574
