"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.5001	0.1707	-0.157	-0.4374	0.5555	-0.2913	-0.6487	-1.5794	-0.6821	1.8954	-0.9303	-1.0013	0.4814	0.3969
1.2897	-0.8893	-1.1859	0.3016	-1.5916	0.0655	0.7247	0.2778	0.6456	0.0607	-0.359	-0.3769	1.1104	0.0101
0.8424	1.6737	0.1523	0.8233	1.5884	-0.0488	-0.2763	0.0634	-0.1578	-1.1717	-0.1377	0.4433	0.9936	-0.2345
-1.0131	-0.5021	-0.1295	-1.8859	-2.27	1.456	-1.7107	-2.1582	-1.8265	1.8498	-5.1558	-7.2812	-13.1603	-1.7692
0.1987	-1.3924	-0.072	0.4722	0.7325	-1.8586	-0.9889	0.4116	0.7974	1.2015	-1.3522	-0.8592	1.1515	-0.5058
0.4257	-0.1214	-0.4518	-0.93	-0.2263	-0.1069	0.0968	0.6003	1.0656	1.724	-4.2014	-4.0463	0.6688	2.4195
2.9698	0.5197	0.7543	-0.0016	0.4971	-0.3746	-0.0512	1.5478	0.6476	-0.7984	-5.8061	-5.409	0.0275	0.3025
-1.3742	0.1257	0.3842	-0.0414	-0.3309	0.119	-0.4214	-0.5108	-1.0834	-0.4333	2.8196	2.3129	-1.6163	-0.4095
0.4263	0.1454	0.1329	0.0292	0.3052	-0.4816	-0.5096	-0.5669	0.661	0.465	-2.7121	-2.5375	-1.8382	-0.2559
1.7862	0.9338	0.8689	1.7978	0.36	-1.312	-1.8067	-1.0847	-2.1086	-0.8595	-0.734	-0.9331	-2.1484	-2.5393
1.0498	1.3644	-0.6213	0.2537	0.2233	-0.7776	-0.9807	-0.4165	-0.281	-0.5581	-3.9395	-3.6376	-0.0646	0.4654
1.1919	1.7742	1.7357	1.8727	0.5117	2.791	2.2398	-1.4147	-0.8633	0.4291	7.5046	7.2275	0.2319	-0.7454
-1.639	0.7801	-0.6429	-0.2934	-0.6797	-1.8112	-4.3117	-0.8746	-7.8444	0.3534	-1.4122	-3.19	0.5205	-0.9506
0.926	1.1895	0.5656	0.8392	0.2505	-0.516	-0.6578	-1.1778	-1.4658	0.144	-1.0224	-1.0535	0.7839	-0.3195
1.2823	0.654	1.4288	0.7571	0.2792	0.0307	0.259	1.2526	1.0888	0.6037	1.1966	1.3242	-1.2699	1.957
0.4529	-0.0639	0.2232	0.9252	0.4613	2.173	2.224	-0.2987	2.049	0.0781	5.2691	5.5434	-1.4007	-1.1182
0.987	0.8401	-0.122	0.7014	0.7394	-0.6394	0.4801	-0.6417	-1.4458	-0.0946	-0.6191	0.0286	8.3506	0.2861
