"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.3323	-0.9753	-0.3401	-0.4432	0.7	-0.4073	0.1288	-1.6438	-0.8766	0.2747	-0.7095	-1.2306	0.4738	0.7888
1.4777	-1.4055	-1.183	-0.5074	-1.1344	0.1644	0.6945	0.2356	0.399	-0.1975	-0.4071	-0.3227	1.0437	0.3225
0.9571	1.622	0.2038	0.6006	0.5057	-0.1738	-0.3717	0.1052	-0.167	-0.3865	0.0666	0.3387	1.0252	-0.2582
-1.0267	-0.4651	-0.1084	-1.8958	-2.3198	-1.9087	-1.8777	-2.1004	-1.8353	1.8761	-5.6693	-6.3228	-0.775	-1.8148
0.1458	-0.1073	0.0252	0.6741	0.792	-1.4855	-1.2519	0.3725	0.7572	1.0807	-1.5831	-0.7823	1.763	-0.432
0.4153	-3.6375	-0.4338	-0.9377	-0.2383	-0.1109	1.4682	0.6293	1.0355	1.7187	-2.6763	-2.9776	0.6644	2.0005
-0.2337	0.5422	0.7026	-0.0097	5.9097	-0.3706	0.7107	1.5054	0.7122	-0.765	-3.8688	-3.2013	-0.0017	0.3208
-1.3747	0.1437	-0.1478	-0.0511	-0.3422	0.1153	-0.4771	-1.2457	-1.0786	-0.4308	1.404	0.9869	-1.6251	-0.4111
0.4617	0.0369	0.2342	-0.0154	0.4293	-0.6283	-0.3182	-0.5176	0.4103	-1.3207	-1.9209	-1.1406	-1.8764	-6.2918
1.7808	0.7433	0.6761	1.9799	0.3901	-1.3339	-1.6956	-1.1617	-2.2356	-0.9714	-0.7914	-0.8545	-7.7713	-2.3709
1.0493	-0.8016	-0.618	0.2369	0.236	-1.6244	-0.9723	-0.4012	-0.293	-0.5615	-2.1147	-1.7231	-1.0889	0.4641
1.2049	3.7716	2.9004	1.862	0.5446	2.7715	2.2811	-0.2673	-0.8642	0.4368	3.7323	2.5653	0.2117	-0.7317
0.4154	0.7982	-0.6533	-0.3002	-0.6907	-1.83	-2.1456	-0.8592	-0.9943	0.3579	-2.9396	-2.5972	0.5243	-0.9657
0.9107	0.2748	0.5183	0.8678	0.228	-0.5961	-0.5561	-1.1404	-1.4936	2.9791	-2.3391	-2.9456	0.7844	-0.3148
1.2345	1.0306	1.44	0.8155	0.2913	0.0152	0.6731	1.3129	1.0952	-1.53	0.9618	1.2294	-1.254	1.9449
0.4721	-0.1383	0.2785	0.907	0.4819	2.2486	2.1272	-0.3337	-0.9669	0.0373	3.7793	2.6476	-1.3902	2.0273
1.1408	0.832	-0.0422	0.6046	0.8134	-0.1776	0.0832	-0.9622	-1.1597	-0.1695	-0.4857	-0.7758	0.2044	0.3207
0.0126	-0.3835	0.4258	0.9533	0.4885	0.0186	0.4904	-0.3112	0.39	-0.3142	1.7163	1.7228	0.0632	0.7789
-2.0753	-0.4567	0.0649	-1.0394	5.5022	0.5898	1.493	0.0013	9e-04	-0.7486	-2.8419	-2.8624	0.3304	-0.8426
-0.6089	-1.0289	-1.0906	-1.1431	-0.8678	-0.8526	-0.6216	0.3203	-0.284	-0.3015	-0.5385	-0.8788	0.4572	6.3656
0.704	0.9344	-0.8835	0.3494	1.1447	2.723	1.8868	0.0944	-1.05	-2.1695	4.3129	3.7833	-1.6943	-0.0858
0.7121	-2.048	-0.4816	1.4206	0.1797	0.3854	0.957	0.4064	1.4284	0.2763	3.0855	3.5102	1.1742	0.4461
