"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.8941	0.0013	-0.3786	-0.7296	0.6816	-0.338	-0.6398	-1.7505	-0.8433	0.4213	-0.9843	-0.81	0.3784	0.8163
1.4328	-1.3362	-1.3652	-0.4128	-1.1545	0.119	0.8522	1.796	0.4142	-0.1486	-0.4111	-0.3241	0.9842	0.3324
1.0162	1.5211	0.3552	0.5413	0.5635	-0.1119	-0.4245	0.037	-0.2023	-1.1556	-0.1479	0.0794	1.0032	-0.2408
-1.0158	-0.4477	-0.1298	-1.8984	-2.3073	1.4598	0.1067	-3.9986	-1.8041	1.8748	-4.7353	-6.0227	-0.7779	-1.8119
0.3009	0.1917	-0.2347	0.2314	0.8625	-0.1075	-0.6981	0.4401	0.63	1.3544	-1.3195	-0.7854	0.9148	-0.4843
0.42	-0.105	-0.4605	-0.9276	-0.4101	-0.0984	-0.8201	0.6072	1.0603	1.7263	-4.0367	-3.386	0.6602	2.0099
-0.2677	0.5367	0.7325	0.031	0.4865	-0.3742	-0.2041	1.557	0.6424	-0.7914	0.2341	0.3956	0.0252	3.1062
-1.3728	-1.3941	-0.1366	-0.0687	-0.3347	0.11	1.2344	-0.5007	-1.0905	-0.4223	2.7094	1.9787	-1.6228	-0.4175
0.3592	0.2823	-0.6561	-0.0047	0.3299	-0.8854	-3e-04	-0.5455	0.5492	-1.1847	-1.2308	-0.0636	-1.8907	-0.2644
1.7677	1.2573	0.4962	1.8231	0.2019	-0.9069	0.281	-1.1756	-2.1615	-0.8352	-0.7424	-0.7553	-2.9891	-2.322
1.0555	4.4351	-0.5554	0.1919	5.5727	-0.8836	-0.9311	-0.4132	-0.2752	-0.5373	-7.7954	-4.6967	-1.0754	0.4521
1.1961	-0.4464	1.7201	1.847	0.5482	2.7529	3.9031	-0.2413	-0.9048	0.4259	6.704	5.4899	0.2255	-0.7345
-1.6301	0.7872	-0.6577	-0.3038	-0.6888	-3.3374	-5.1201	-0.8695	-0.9956	0.369	-4.2412	-4.2491	0.5186	-0.9727
0.9139	1.3256	0.4598	0.9376	0.2367	-0.3908	-0.7269	-1.1856	-1.477	0.122	-0.7478	-0.8372	0.7583	-0.2815
1.2276	0.4056	1.4429	1.3009	0.2825	0.0566	0.5874	1.2896	1.0934	0.605	0.8884	1.2818	-1.2621	1.9663
0.5505	-0.2427	0.361	0.8188	0.554	2.1647	2.139	-0.3616	-0.9781	0.0361	3.2625	1.8658	-1.3989	-7.5189
1.0318	0.7855	-0.267	0.7752	0.8214	-0.3549	0.3344	-0.6054	-1.4502	-0.1697	-0.4072	0.0139	0.1236	0.2825
0.1745	-0.3111	0.4476	0.6638	-0.5168	-0.0911	0.4202	-0.3013	-0.419	-0.2363	1.9321	1.6496	0.008	0.7649
-2.0795	-0.482	0.1144	-1.0305	0.2327	0.565	-0.1718	0.0468	1.3371	-0.7682	1.2699	1.0499	0.3594	-0.8537
-0.6085	-1.0373	-1.1005	-1.1421	-0.889	-0.1403	0.5611	0.3298	-0.2958	-1.2945	0.4399	0.315	0.4539	1.3848
0.6703	0.9499	2.6319	0.2076	-1.7189	2.2394	2.2701	0.2465	-1.2222	-2.1555	2.6378	0.3435	-1.57	-0.1909
0.7227	-1.5204	-0.4587	1.4164	0.1894	0.3793	2.0181	-2.2541	1.4419	0.2789	6.103	7.392	1.1726	0.9544
-0.5674	0.5641	0.7299	0.3245	1.0515	-0.3785	-0.3321	0.438	0.7711	0.0743	-0.5579	-0.0782	-1.8412	0.1458
-0.6162	0.2123	-1.0463	-0.6744	0.1866	-1.9052	-1.7804	0.5131	1.2017	-1.3429	-2.2726	-1.0528	-1.0277	0.3354
-0.6607	0.1622	-0.3824	-0.6342	1.1971	0.3708	0.4162	0.1162	0.2977	0	-0.9335	-0.4536	-0.2895	0.0363
-1.2233	0.2534	0.5249	0.1654	1.2186	-0.2798	-0.0618	0.4833	1.1425	-1.0757	1.996	2.4572	-0.7629	0.4035
-0.0233	-0.1263	0.5095	0.0348	0.3797	-0.675	-0.8383	7.6979	0.2714	-1.6951	1.894	0.2691	0.2825	0.1599
0.2341	0.389	-0.0608	-0.1525	-0.0675	-0.6717	-1.1374	2.0524	1.6142	-1.4778	0.616	0.9122	1.2421	0.551
1.2452	1.6143	1.2942	1.1932	1.7082	1.3007	0.6341	1.6618	-0.1473	-0.1262	1.4862	0.9056	0.6514	-2.5894
1.1428	0.1174	-0.1611	1.1238	0.2619	0.0319	-0.1377	-0.8868	-0.8364	1.3493	0.6182	0.617	1.4764	-1.2313
