"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.2564	0.0382	-0.2644	-0.8425	0.6591	-0.4148	-0.0955	-1.7512	-0.7806	0.4315	-0.8968	-0.8886	-0.257	0.773
1.4828	-1.3468	-1.1481	-0.6398	-1.1469	-0.0185	0.8195	4.045	0.3918	-0.1254	-0.3348	-0.3865	1.0865	0.2523
0.9823	1.5557	0.1511	0.7663	0.5747	-0.057	-0.3341	-0.0271	-0.1042	-1.2043	-0.1313	0.4245	0.9999	-0.3112
-1.0213	-0.458	-0.1182	-1.9107	-2.2984	1.4281	3.5902	-2.1379	-5.2201	1.8776	-8.0363	-8.6836	-0.7769	-1.829
-1.3302	0.0497	-0.1016	0.4724	0.8178	-2.1009	-0.5836	0.4888	0.5846	1.2847	-1.5415	-0.6991	1.0943	-0.5302
0.438	-0.1458	-0.4317	-0.95	-0.2141	-0.1047	1.4337	0.5984	-3.1145	1.7114	-2.6525	-2.9426	0.667	1.9936
-0.2548	0.515	0.9329	0.0052	0.4921	-0.3807	0.59	1.5532	0.6481	-0.797	-0.709	-0.3714	0.0311	0.3097
-1.3587	0.1219	-0.1279	-0.0577	-0.3175	0.1051	0.0985	-0.5051	-4.8434	-0.4217	-2.4039	-3.5339	-1.6192	-0.4238
0.5047	-0.002	0.2192	-0.1304	0.4815	-0.7227	-0.2857	-0.5597	0.4717	5.1386	-1.7015	-1.1742	-1.8442	-0.2774
-2.499	0.7387	0.9371	1.6657	0.4565	-1.0745	-2.1115	-1.2625	-2.0969	-0.9753	-0.501	-1.1551	-2.8317	-2.3974
1.0454	2.7842	-0.6089	0.2306	0.2465	-0.763	-1.0018	-0.4011	-0.2753	-0.5598	-5.8447	-4.2331	-1.1061	-4.8809
1.1847	1.6825	2.5862	1.8635	0.5443	2.7567	2.2849	-0.2434	-0.8995	0.4267	1.4463	1.3147	0.2272	-0.7422
-1.6285	-0.4083	-0.6511	-0.3162	-0.6809	-1.8263	-0.3609	-0.8703	-0.9931	0.3623	-3.5861	-3.3294	0.5196	-0.9782
0.716	0.5698	-0.7051	0.7719	-0.1792	-0.3177	-0.8319	-1.0735	-1.4229	0.2606	-0.223	-0.1934	0.9009	-0.2574
1.2351	0.6098	1.4572	0.8259	0.2743	0.0499	1.3366	1.2865	1.0849	0.5911	0.8624	1.314	1.9937	1.9552
0.4253	-0.0348	0.1888	0.9416	0.4435	2.215	-0.1537	-0.3073	-0.96	0.0834	3.5417	2.6798	-1.409	-1.0808
0.9591	1.168	0.0161	0.1978	0.5796	0.8679	0.4281	-0.5361	-1.4991	0.033	-0.2511	-0.1635	0.3195	0.15
-0.1941	-0.0744	0.3	0.9447	0.2505	0.1608	0.386	-0.1915	-0.3508	-0.2371	1.8029	1.6842	2.002	0.8583
-2.0866	-0.4977	0.1162	-1.0221	0.2202	0.5659	1.7579	0.0445	-0.0729	-0.7757	-1.9616	-1.7635	0.3529	-1.5397
-0.6042	-1.0493	-1.1006	-1.1324	-0.8721	-1.9662	-0.7758	0.3266	0.1315	-0.3061	-1.7521	-1.7709	0.4594	1.3923
0.623	2.332	2.4984	0.3609	1.0748	2.6051	1.9724	0.2666	-1.2466	-2.1983	0.1099	-0.13	-1.6072	-0.1398
0.7224	-1.0433	-0.4728	1.4155	0.1835	0.3657	-1.3275	0.2687	1.4311	0.2809	5.731	5.2609	1.168	0.9648
-0.4923	0.4854	0.7649	0.382	0.8959	-0.4461	-1.1557	-0.1367	0.6582	0.0549	1.125	1.0547	-1.8663	0.1922
0.4909	0.1648	-0.9623	-0.5927	0.1244	-0.9985	-1.8579	0.4898	1.191	-1.3714	0.3064	0.5036	-1.0098	0.2032
-0.618	0.2301	-0.4986	-1.403	1.2074	0.2578	0.5327	0.0859	0.2827	0.0015	-0.8919	-0.4351	-0.3554	0.025
-1.235	0.3151	0.769	-0.0863	0.2328	-0.7297	0.1582	0.496	-0.8815	-0.9758	-1.4601	-1.6037	-0.6484	0.3056
-0.1076	0.0023	-0.7776	-0.1243	0.2955	-0.5568	-0.9754	0.6174	0.2729	-1.6224	0.7889	0.8374	0.3605	0.1769
0.2174	-0.3632	-0.0719	-0.1364	-0.0906	-0.6565	0.1911	2.0602	1.6105	-1.0859	0.3447	0.718	1.2366	0.5603
1.1969	1.7025	1.1583	1.2652	1.6603	1.3197	0.6911	1.6783	-0.1149	-0.8996	2.2112	2.5135	0.609	0.0828
1.2551	1.5568	0.0601	0.9339	0.4058	0.0709	-0.2932	-0.9109	-0.8879	1.3067	-1.3394	-0.7407	0.1886	-1.2357
1.0311	0.0531	-0.6699	1.6052	-0.6738	-4.3678	-3.6433	0.9572	0.6162	1.655	-0.6734	-0.2292	0.5697	1.6028
-0.9618	0.3385	0.2973	0.5589	0.5059	-0.8317	-0.2571	-1.1918	-1.1556	0.5667	-0.3719	-0.3614	0.7246	0.6857
0.9245	-2.3648	-2.8596	-2.168	-2.6152	-3.0225	-1.961	1.0122	0.8652	1.6539	-3.4927	-3.492	-0.6471	1.1614
0.803	0.4343	0.0543	-0.3185	-0.3817	0.4546	-0.0938	1.0475	2.1235	-4.4202	1.505	1.672	0.9262	0.3929
0.3957	1.113	0.6441	0.3717	0.5326	-0.1769	-0.5862	0.3357	-0.004	-0.3071	-0.4952	-0.3091	-1.3707	-0.4411
-0.788	-0.2343	-0.1943	0.2731	-0.071	-0.1361	-0.9348	0.0876	-0.07	-0.9276	0.4525	0.1546	-1.154	-1.3204
0.6944	1.3344	-0.7982	-4.7593	-0.2637	0.5127	4.3962	-0.8639	-0.3429	1.1066	-10.6663	-8.7071	0.9037	-0.2265
-1.2952	-1.9759	-2.5616	-6.9305	-1.6101	-0.5488	4.3792	0.9961	0.2254	0.0853	-10.6032	-9.4952	0.9035	1.0177
-0.1089	0.4983	0.5134	0.7937	0.5397	-0.2554	-0.6066	0.4147	-0.0387	-0.2717	0.8377	0.8122	-0.4361	-0.1429
-1.4013	-1.5888	-2.4053	-1.5625	-1.0306	-1.3209	-2.2759	-1.8696	-0.4496	-0.8947	-0.7188	-1.313	-1.3477	-0.3001
-1.0779	0.4196	0.6732	-0.1358	0.3145	-0.5772	-1.1403	0.1591	0.5543	-1.1767	-0.6697	-0.7882	-2.8345	-1.1021
0.4349	0.4807	0.3979	0.1527	0.2067	-1.1054	-0.8239	0.3806	0.0675	0.195	-0.196	-0.1421	-0.5077	1.5159
0.0785	0.9082	-0.0963	-0.4973	0.2744	-0.4695	0.1678	-0.9613	-1.004	1.189	-3.0617	-2.5672	-0.4513	-0.4158
0.8916	0.7929	1.1257	-0.6995	0.253	1.0092	1.3321	-1.0891	-0.7342	1.7343	-1.1101	-1.1756	-1.1636	1.5761
0.2792	1.0551	0.3647	-0.2204	1.8991	1.5322	0.8392	2.3077	1.1647	-2.0363	1.7015	2.2077	-0.1703	-0.9082
-0.5711	-0.0513	-0.4801	-0.2038	-0.3275	-1.6152	-0.9025	0.6354	0.9457	-0.504	-2.1106	-1.5622	-0.118	-1.1689
0.5748	1.2967	0.5337	-0.1995	2.2297	1.4544	0.9194	2.3977	1.8313	-2.005	2.1385	2.9001	0.3315	-0.3283
0.1121	-1.3902	-1.1921	-0.0159	-0.3614	-1.2513	-0.7403	1.2326	0.9062	1.935	0.3558	0.5444	0.8216	0.1196
-0.9904	0.2156	0.0567	-1.3173	-0.2551	0.819	3.6075	-0.2513	-0.5432	-0.9282	-4.2539	-3.3593	3.3781	-0.8609
-1.2033	-1.7518	-0.5962	-0.2185	-1.3639	0.6707	1.064	-0.6639	-0.5683	0.709	-0.551	-1.0392	0.684	-1.6047
-1.2175	0.2265	0.7382	-0.0378	-0.0215	-2.8492	-0.8912	0.622	-0.1361	0.6343	-3.1408	-2.835	-0.7933	1.0564
0.5908	0.9144	1.152	-0.2726	0.6679	1.8069	1.6465	-1.4719	-1.3479	-0.7285	1.5581	1.087	0.7175	2.8411
-0.5864	0.7617	0.5548	-1.2798	1.1026	1.0596	1.6726	-0.0792	0.123	-0.2771	-1.6226	-1.1551	-0.5544	-0.3146
-0.4476	-0.962	-1.3453	-1.1528	-0.8709	-0.4519	-0.809	-2.8833	0.2895	0.9855	-0.7992	-0.8846	-0.2097	0.1219
-0.4682	-0.439	-0.221	-0.1966	0.8091	0.508	1.1251	1.0093	1.1463	0.6907	0.6272	1.169	1.363	-0.7353
-0.1765	-0.3311	-0.0472	-0.1557	-0.2675	0.3601	0.6398	0.0032	0.3312	-0.4078	0.0879	0.1176	0.7914	-0.1717
1.0695	-0.8345	0.2184	0.9043	-0.1069	0.8751	0.4337	0.4372	0.4801	1.7516	3.4014	3.0208	1.1461	1.3022
0.9582	1.9542	1.1321	-0.1387	0.3206	-0.4772	0.0589	0.1432	0.712	-1.6937	-1.9841	-1.2934	-0.3627	0.6167
-2.4614	-0.1054	-0.4564	-0.3128	0.0732	-1.3783	0.3516	-1.9535	-1.9196	0.8978	-3.821	-3.4824	1.0562	-1.0887
-0.1126	-0.7784	-0.5696	-1.1315	-0.6749	1.5768	0.9547	0.0247	-0.498	-0.5924	-0.3328	-0.8379	-1.0571	-1.0935
1.8622	1.0291	0.1961	0.8785	-0.0211	-0.1703	-0.322	0.2241	0.8886	0.4433	0.1438	0.7729	0.9753	-0.011
0.2422	-0.208	0.1798	-0.2974	-0.382	-0.7021	-0.1027	0.6365	0.3467	1.0511	-1.2581	-1.1742	-0.8188	0.3079
0.109	-0.1143	0.2785	-0.0033	-0.0279	-0.2395	0.1902	0.3875	0.7667	0.0571	0.2455	0.3828	0.4288	0.6114
0.4158	1.2711	0.538	0.5126	-0.0516	0.0175	-0.2706	-1.7192	-1.7918	1.1345	-2.0818	-2.0744	-1.2467	-0.7421
1.4851	2.0168	0.9094	0.5324	1.3943	-0.0321	0.1987	0.4498	1.2605	0.3487	-0.2488	0.8662	0.6036	0.3082
0.483	1.1458	0.7208	-0.2889	0.2513	0.8676	0.9625	-0.108	-1.1959	1.0241	-2.6622	-2.465	-1.7363	-1.2949
-1.0891	-0.4499	0.4053	-0.5257	0.3147	0.8331	1.0675	-0.6666	-1.431	1.4858	-0.5535	-1.0265	-1.1381	-0.0042
0.4861	0.3515	1.4418	0.5455	0.4767	2.67	1.3323	-2.7454	0.3008	1.1343	3.3193	2.8623	-0.2331	0.6928
0.2952	0.5883	-0.3019	0.9631	0.4756	0.2104	-0.2509	-1.4512	-1.4809	1.8443	0.0108	0.1522	0.6524	-0.7865
0.2419	-2.7969	-1.4881	-1.7252	-1.6411	-2.4404	0.4607	-0.822	-0.6837	10.1264	-5.4207	-5.1295	-0.9747	1.1704
0.0424	0.8577	-0.3376	0.0371	1.0451	0.1389	0.113	0.0662	1.1263	-0.7357	-0.0679	0.8402	1.2117	-1.2094
0.2795	0.4196	0.7516	-0.2927	0.1903	0.165	-0.0807	1.016	1.0312	-0.7261	-0.0821	-0.0381	-1.7041	-0.0961
-1.0751	-0.2146	-0.8476	-0.3299	0.7384	-0.2113	-0.2047	-0.3558	0.5746	-0.607	0.2909	0.6963	0.993	-0.8412
0.3146	0.6987	0.8396	-0.5779	0.5827	2.3908	2.1424	-0.1231	-0.7467	-0.9228	0.3512	0.1785	-0.094	0.1121
-0.734	-0.2069	0.9572	-0.0074	-0.4983	0.6715	1.9424	-0.0758	-1.8576	0.388	-1.4735	-1.9119	0.5244	0.3916
0.7595	1.0505	0.7636	0.6173	0.2003	-0.9896	-4.6251	-0.6951	-1.0237	0.9745	0.9258	-0.3442	-8.3211	-0.2798
0.145	0.5506	1.3313	0.5715	0.5987	0.1015	0.8771	0.6517	1.4498	-0.0539	0.8019	1.258	0.9808	0.6957
0.9594	0.5839	0.2217	0.8631	0.3931	-0.1123	-0.1833	-0.1989	1.4274	1.0674	0.7824	1.4787	1.1071	-0.3565
-0.3331	-0.2357	-0.9162	-0.0487	-0.4609	-2.2358	-1.2835	1.5861	2.1222	-1.4283	-1.6419	-0.7498	1.0799	-1.2048
1.8206	0.5705	0.803	1.4596	0.6093	-0.1869	-1.2691	0.8667	0.8877	0.1141	4.1988	3.9417	0.2171	2.6563
-2.2647	-0.4017	-0.3813	-0.3898	0.1612	-0.4359	0.7215	-0.3889	-1.0964	-0.7229	-2.0701	-1.9444	0.9471	-1.3694
-2.5456	-0.9325	0.3651	0.1341	1.148	-2.1771	-1.0335	1.1118	1.1697	0.7319	0.6654	0.7889	-0.3903	0.7556
-0.3378	0.8498	1.0814	3.2204	0.4343	-2.8908	-2.4318	-0.3797	-0.4262	1.3236	1.2284	1.4238	1.2983	0.7574
1.8296	1.1789	1.4835	1.3272	-4.8518	1.2935	1.6849	-4.0981	-5.9914	-0.7448	-6.2236	-7.6879	-0.3254	-1.2258
-0.4392	-2.1985	-2.279	-3.2314	-2.0732	0.6759	0.7902	-0.0635	-0.4457	-1.5442	-2.415	-3.113	-0.8613	-0.1202
0.6531	0.5337	0.2037	0.1781	0.8884	1.1071	0.3794	-0.8617	-0.7749	0.6752	1.804	1.63	0.2734	1.201
1.7202	0.7473	0.8603	3.1386	0.5081	0.3762	-1.4693	0.0472	-0.3068	1.3683	4.7106	4.3412	0.5279	0.2841
-1.9337	-0.8646	0.7498	-0.9182	0.2266	0.5706	1.0887	0.8848	-0.5821	-0.2177	-0.5387	-1.1659	-1.9474	-0.2208
-0.79	-1.5577	-1.9649	-1.6847	-1.0091	-0.5905	1.1104	-0.2933	-0.1255	0.2536	-2.5163	-2.1557	2.6435	-0.0299
0.3109	0.6685	0.4258	0.4916	0.1975	-2.4233	-1.4466	1.2022	-0.2776	0.5171	-1.394	-1.1659	-0.5255	1.6642
1.5411	0.8373	-1.0944	0.6361	1.0288	-0.2055	-1.8481	0.0293	0.342	0.483	1.951	2.3457	0.0309	-0.1381
-0.4886	-0.3367	-0.1886	-0.033	0.1589	-1.4927	-0.8529	1.1648	0.4113	-0.2711	-0.077	-0.0029	0.1042	0.9197
-0.62	0.3627	0.0367	0.8318	-0.0853	0.5316	1.5359	1.5487	-6.3025	-0.2703	-2.222	-3.2676	0.8467	0.0468
-1.6239	-0.0204	0.6669	-0.0683	0.2415	-1.1246	-0.2807	0.4557	0.2572	-1.1574	-0.9028	-0.903	-0.572	0.0586
-1.2698	-2.2689	-2.3371	-1.2362	-0.6827	0.0608	-0.6795	0.3727	-0.0286	-1.3803	1.4677	0.8053	0.3963	-0.5103
1.2282	2.1037	1.9361	0.2371	1.5044	2.279	1.9135	0.4437	1.0248	-1.8801	1.5314	2.0247	0.3965	0.5663
0.7579	-0.7081	-0.4028	-1.6884	-1.9938	1.0292	0.9222	0.6373	0.1956	-0.9212	-2.8136	-3.1681	-2.0822	-1.4501
1.0464	0.7651	-0.0179	-0.451	-0.3134	-1.953	-0.7301	0.2576	1.3991	-0.6664	-1.8363	-1.0515	0.996	1.9256
-0.118	-0.7188	0.1964	-0.6364	0.1338	0.0173	0.5103	0.6569	1.7158	-0.5823	1.6665	1.6743	0.8474	1.8534
-0.5947	-0.6303	-0.0069	-0.4342	-0.2768	0.8754	0.6973	-0.6369	-0.7658	-0.2554	0.5493	-0.0116	-0.1547	0.3139
0.7193	0.184	1.117	3.0864	-0.0959	-1.316	-0.8764	0.9137	1.0074	0.3981	3.2553	3.425	3.0354	1.0691
