"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.3625	-0.0942	-0.3805	-0.2966	0.6348	-0.2704	-0.2822	-1.8587	-0.7339	0.2351	-0.9391	-0.9684	0.4188	0.836
1.3699	-1.2704	-1.403	-0.5398	-1.1657	0.4706	0.5683	0.0115	0.5259	-0.1137	-0.4216	-0.2949	1.0402	0.2381
1.0541	1.6449	0.2044	0.3725	0.6059	-0.2493	-0.2997	0.0198	-0.1618	-1.0497	-0.1152	-0.1255	0.9801	-0.1859
-1.0141	-0.4559	-0.1358	-4.4743	-2.3072	1.4358	0.5853	-2.1069	-1.8129	1.8831	-15.6152	-15.5734	-0.7753	-1.8106
-0.0385	0.1533	-0.281	0.5644	0.7402	-1.5589	-1.0991	0.5261	0.734	0.0051	-1.5937	-0.6068	1.0878	-0.6725
0.4266	-0.1251	0.1175	-0.9366	-0.2348	-0.1157	-0.6892	0.5979	1.0598	1.7324	-8.1224	-7.1069	0.6523	2.011
-0.2463	0.5121	0.7585	-0.0049	0.5075	-0.3801	-0.5105	1.551	0.643	-0.0236	-2.2095	-1.8785	0.0257	0.316
-1.3734	-0.6204	-0.1513	-0.0264	-0.3432	0.1153	0.2021	-0.4981	-1.0795	-0.4285	3.5894	2.859	-1.6256	-0.409
0.4142	0.1905	0.0084	3.3477	0.3744	-0.8543	0.0177	-0.5269	0.4592	-1.2076	15.4253	14.9496	-1.9024	-0.1869
1.9268	0.6726	0.8436	1.7769	0.4857	-1.0894	-2.0467	10.7617	-2.0823	-0.9845	-0.6525	-0.9826	-2.9101	-2.3406
1.0323	1.1725	-0.6342	0.2567	0.2452	-0.7429	-1.0121	1.4744	-0.274	-0.5599	-2.7326	-1.8813	-1.0903	0.458
1.2073	1.0911	1.7364	1.8508	0.5345	2.6882	2.3631	-0.2323	-0.9129	0.4213	9.8938	8.5665	-3.0058	-0.711
-1.6299	0.7893	-0.657	-0.3104	-0.6624	-1.8174	-1.1336	-0.8597	-0.9943	-4.2101	6.0252	4.7001	0.5207	-0.9756
0.7062	0.635	0.2356	1.0188	0.0537	-0.3416	-0.4824	-1.1142	-1.4109	0.2697	3.3096	2.4249	0.8702	-0.3463
1.1712	1.4019	1.4435	1.0067	0.2053	0.1368	-0.2576	1.2832	1.628	0.5506	0.8383	1.2947	-1.2434	1.9538
0.4685	-0.3974	0.244	0.9243	0.4884	2.1887	2.2145	-0.3305	-0.9684	0.0672	7.0237	6.062	-1.4026	-1.1045
0.8123	1.1843	-0.3774	0.7338	0.5242	-0.6978	-0.96	-0.5461	-1.3323	0.0246	-0.2998	-0.272	0.2377	0.2042
-0.2105	-0.0713	0.0992	0.3083	0.3674	0.324	0.2408	-0.1682	-0.2363	-0.1143	1.9676	1.5682	0.1949	0.6717
-2.0682	-0.5135	0.1184	-1.0263	0.2338	0.5873	0.1401	0.0381	-3.0667	-0.7824	0.1101	-1.7704	0.3618	-0.8465
-0.6089	-1.0244	-1.1002	-1.132	-0.8747	-0.4864	-0.7359	0.327	-0.2879	-0.304	-3.1636	-3.2314	0.4583	1.4374
0.5519	0.9895	2.3436	0.5029	1.0307	2.834	1.8373	6.1892	-1.1677	-2.2025	5.4735	3.1805	-1.6282	-0.1729
