"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.372	-0.1503	-0.128	-0.8225	0.7009	-0.4585	-0.637	-1.6899	-0.9461	0.3941	-0.9548	-0.8387	0.3714	0.8183
1.3485	-1.3962	-1.3625	-0.2367	-3.5745	0.0678	0.826	0.0259	0.4306	-0.1833	-0.308	-0.4308	1.0123	0.3743
1.0607	1.5511	0.4168	0.7167	0.4043	-0.0264	-0.5659	0.0409	-0.0658	-1.1169	-0.0105	0.3067	1.0504	-0.1992
-1.0506	-0.4061	-0.4152	-1.789	-2.276	1.5102	-1.5511	-2.0472	-1.9127	1.8155	6.3091	4.437	-4.6494	-1.7687
-0.0761	-0.0814	-0.2975	0.904	0.8082	-1.9523	-0.6985	0.4956	0.4236	1.1489	-1.543	-0.6435	1.0366	-0.3323
0.4179	-0.1184	-0.4504	-0.9211	-0.2419	-0.0989	-0.4418	0.6178	1.0606	-0.5357	1.5655	1.8214	0.6618	1.9992
-0.2509	5.0305	0.8164	-0.0163	0.4781	-0.4053	-3.2579	1.5102	0.7109	-0.7842	4.1912	4.9197	0.0203	0.2916
-1.3746	0.1291	-0.1042	-1.1017	-0.3511	0.0966	-0.7117	-0.5056	-1.0714	-0.4196	0.3039	-0.1994	-1.6164	-0.4165
0.5124	-1.8333	0.0954	-0.1748	0.4557	-0.8074	-0.0923	-0.3965	0.4057	-1.2052	-0.7106	-0.6212	-1.9228	-0.2462
1.9394	0.635	0.9156	1.7628	0.4713	-1.0392	-1.0242	-1.3325	-2.064	-0.9967	-0.6972	-0.952	-2.9042	-2.3485
1.0496	-1.5768	-0.6045	0.2316	0.2349	-0.7984	-0.9609	-0.3908	-0.297	-0.5605	0.8663	0.6168	-1.0975	-2.8829
1.2014	1.6032	1.7616	1.8489	0.5457	2.7338	2.3204	-0.2516	-0.8988	0.4299	-0.0743	-0.9179	0.2225	-0.7369
-1.6309	0.7896	-0.6398	-0.2906	-0.6778	-1.8222	-1.7824	-0.9045	-0.9573	0.3638	-1.8401	-1.2526	0.5098	-0.8872
0.9458	0.4225	0.2898	0.8333	0.3373	-0.5684	-0.4494	-1.3077	-1.3744	0.107	-0.9347	-0.9099	0.7167	-0.353
1.2369	2.1361	1.4209	1.5208	0.2841	0.0875	0.3414	1.2944	1.0865	0.5978	0.8359	1.3231	-1.2589	1.9576
0.4747	-0.1123	0.2908	0.8853	0.4671	2.1639	2.2188	-0.0085	-0.9545	0.0903	-0.4861	-1.4679	-1.397	-1.1085
0.9823	0.857	-0.0111	0.6222	0.734	-0.881	-0.9511	-0.7099	-1.3388	-0.0857	-0.3082	-0.1821	0.2111	0.234
3.469	-0.4269	0.2732	1.0857	0.5511	0.2062	0.2478	-0.288	-0.3382	-0.3238	1.8363	1.5357	0.0413	0.8086
-2.0877	-0.5024	0.1185	-1.0149	0.2145	0.5828	1.0355	0.0369	-0.0566	-0.7617	-2.4563	-2.5599	0.3657	0.4144
-0.6024	-2.8928	-1.017	-1.1736	-0.8961	0.7055	2.4356	0.3047	-0.2601	-0.2889	-2.795	-3.3518	0.4628	1.3869
0.5945	0.8843	2.4004	0.5402	1.0746	2.6214	1.9651	-0.961	-1.2489	-2.2509	-1.0025	-2.031	-1.6559	-0.0939
4.3204	-3.0617	-0.5025	1.4035	0.1782	0.3857	1.9899	0.4391	1.3797	0.2679	1.0194	0.8839	1.1707	0.9743
-0.5955	0.901	0.9037	0.2981	0.8988	-0.4514	-0.6604	0.0354	0.5908	0.0548	0.2976	0.7057	-1.8205	0.1696
-0.814	0.4421	0.5031	-0.4961	0.1987	-0.7257	-0.8812	0.5513	1.2809	-1.2094	-0.0766	0.539	-1.0934	0.3676
-0.4997	0.4583	0.9747	0.5552	1.216	0.2871	0.5232	0.0803	0.4196	0.1348	-0.8153	-0.6047	-0.3484	-0.0177
-1.242	0.2642	0.714	0.0294	0.2429	-0.7387	0.1416	0.5151	1.117	-1.0072	-2.5328	-1.7691	-0.673	0.3438
0.0117	-0.0353	0.2375	0.0507	0.495	-0.7181	-0.6534	0.3998	0.3725	-1.7383	-1.069	-0.7249	0.2253	-1.4102
0.2354	-0.3719	-0.0784	-0.1535	-0.0716	-0.6712	0.083	1.1966	1.6057	-1.4862	-1.2553	-0.5318	1.2525	0.5485
1.2206	1.6842	1.2469	1.2198	3.1562	1.3222	0.6312	1.5885	-0.0479	-0.0872	1.6269	1.3103	0.63	0.0452
1.2583	-0.0994	-0.053	0.9888	0.4386	0.0551	-0.2409	-0.9249	-0.8884	1.2898	1.2548	0.9485	0.1406	-1.224
1.0212	0.0859	-0.6359	1.5709	-0.6699	0.4785	-0.5171	0.9924	0.5992	1.6596	2.9308	2.5932	0.5739	-5.5173
-0.7349	1.6303	0.2987	0.1747	0.5312	-0.7283	-1.1533	-1.1687	-1.0446	0.7145	-0.5997	-0.2175	0.6313	0.6711
0.9204	-2.3743	-2.8413	-2.1803	-2.7424	0.7941	-0.2421	1.0142	0.8812	1.6578	5.5856	4.7275	1.1015	1.146
0.786	0.4539	0.0427	-0.3144	-0.397	0.4813	-0.4068	1.7933	2.1165	-0.2727	3.2318	3.438	0.9366	0.3993
-0.5129	1.2819	0.641	0.436	0.3012	-0.305	-0.4849	0.4029	0.043	-0.255	-0.2876	-0.0583	-1.4407	-0.3954
-0.7272	-0.2616	-0.1485	-0.6289	0.0112	-0.4905	-0.9767	0.0351	-0.0798	-0.9428	0.273	0.2083	-1.1313	-1.377
0.6762	1.364	-0.8438	-0.3993	-0.2751	-0.9732	-2.9962	-0.8439	-0.3544	1.0982	4.2489	4.4512	0.8999	-0.2052
-1.304	-1.9746	-2.5579	-2.8962	-1.6227	-0.5409	-1.0476	0.9957	0.2657	0.096	1.9552	1.5767	0.9019	1.0212
0.1726	0.757	0.3149	0.3564	0.1715	-0.1679	-0.6497	0.3832	-0.0279	-0.1436	0.8101	0.8053	-0.4298	-1.0074
-1.4176	-1.584	-2.4238	-1.5354	1.1094	-8.1597	-6.9625	-1.8802	-0.4688	-0.906	-2.3631	0.1402	-1.3486	-0.3151
-0.6881	0.4116	0.7659	-0.1233	0.3059	-0.581	-1.0227	0.1705	0.534	-1.1915	0.2947	0.4989	-2.8331	-1.0956
0.488	0.3022	0.2297	0.5214	0.4457	-1.1312	-0.6626	0.2119	0.0432	-0.0065	-0.3772	0.0336	-0.6031	0.3325
-2.3393	-0.3925	-0.1138	-0.4771	0.292	-0.4751	0.0289	-0.9721	-1.0111	1.1898	-2.1171	-2.1422	-0.4537	-0.4073
-1.0801	0.6967	1.1145	0.387	0.2646	0.945	1.298	-1.0386	-0.7972	1.7198	-1.009	-1.2778	-1.2003	1.6117
0.3137	0.9259	0.5686	-0.2272	1.9691	0.3826	-0.7933	1.8318	1.19	-2.067	1.9034	2.0227	-0.153	-0.9132
-0.5871	-0.0685	-0.3679	-0.1906	-0.3282	-1.6044	-0.9247	0.6373	0.956	-0.5077	-1.2063	-0.3777	-0.1133	0.1496
0.6031	1.2437	0.7602	-0.2389	2.1645	1.3511	-0.267	2.387	1.8447	-1.9852	3.2085	3.1647	0.0158	-0.3892
0.2726	-1.6156	-0.9591	-0.0849	-0.1653	-1.3644	-0.5135	1.1206	1.4545	1.8349	1.4286	1.8774	1.12	0.0307
-1.0394	0.2674	0.0555	-1.2995	-0.2977	0.8266	-0.7976	-0.4631	-0.5388	-0.915	1.8352	1.1984	-1.2709	-0.8478
-0.7722	-1.7701	-0.4846	-0.3101	1.055	0.5986	0.7801	-0.6524	-0.6386	0.713	-0.4912	-1.0323	0.7258	-1.6513
-1.2823	0.2273	0.5854	0.1913	0.0388	-0.1695	1.0021	0.4932	-0.0656	0.5291	-2.4539	-2.29	-0.8082	1.0508
0.5053	1.7653	1.0658	-0.1826	0.6466	1.8182	-0.107	-1.4713	-1.3317	-0.7457	1.6755	1.0091	0.7256	0.5762
-0.7387	0.7624	0.1997	-1.2742	1.0897	1.048	-1.265	-0.0614	0.1178	-0.2804	3.9193	3.4247	-0.5518	-0.3132
-0.4916	-0.8878	-1.5362	-1.0364	-0.8759	-0.4334	-0.7588	-1.1798	0.201	0.9333	0.2735	0.6257	3.9977	0.1715
-0.4704	-1.2045	-0.2271	-0.4468	-0.26	0.5145	0.4473	0.6225	1.1553	0.6931	1.2443	1.0741	0.0846	-0.7424
-0.2889	0.8839	0.6608	0.4195	-0.2706	0.5062	0.6294	0.0423	0.3103	-0.5292	-1.3858	-1.1726	0.6825	-0.0186
1.1387	0.4044	0.261	0.7173	0.5294	0.7744	0.5541	0.3769	0.4979	1.8017	2.276	2.1551	0.5262	1.2415
0.9458	-1.8264	1.0341	-0.1098	0.3509	-0.4458	0.0418	-0.7798	0.664	-0.1804	0.51	0.5039	-0.3605	0.6508
-0.1912	-0.1027	-1.0411	-0.2985	0.0769	-1.367	-1.9422	-1.9457	-1.9162	0.8851	0.1755	0.1708	1.0523	-1.0866
-1.5643	-0.4452	-0.5477	-1.2897	-0.8948	1.6242	0.8326	0.0144	-0.4531	-0.5463	-0.1113	-0.8717	1.0828	-1.1194
1.8582	0.7595	0.3562	0.947	0.0636	-0.0309	-0.6098	0.2275	0.3702	0.988	2.6606	2.7151	1.1313	-0.059
0.0424	0.0618	-0.0061	-0.238	-0.5485	-0.4781	-0.1635	0.6746	0.4634	-1.2151	-0.6954	-0.4565	-0.6264	0.3781
0.0833	-0.1045	0.239	0.0503	-0.0379	-0.2372	-0.1864	0.4022	0.7784	0.0447	0.4746	0.6933	0.414	-0.1211
0.434	0.3573	0.6514	0.5153	-0.0558	-0.247	-0.0242	-1.7628	-1.8035	-0.7817	-1.9421	-2.1425	-1.2366	0.0261
1.4787	-0.64	0.9166	0.5477	1.3863	-0.0462	0.7333	0.4652	1.2512	-2.8343	-1.8589	-1.3461	0.6073	0.3198
0.1248	1.115	0.9642	1.2743	0.234	0.9732	0.741	-0.1342	-1.1715	1.0575	0.1391	-0.484	-1.6059	-1.3784
-1.0726	0.372	0.4768	-0.4468	0.4776	1.1067	0.2491	-0.7711	-1.353	1.0801	1.0722	0.2552	-1.0637	-0.0797
0.1396	1.1447	1.4468	0.7891	0.4745	2.6697	2.175	1.0529	0.3008	1.1369	1.6968	0.8696	-1.3532	0.6941
0.1198	0.6892	0.0495	0.8734	0.169	0.1391	-0.2035	-1.2873	-1.5612	1.9397	0.5647	0.2002	-0.7214	-0.7627
0.2765	-2.8507	-1.4712	-0.2901	-1.609	-2.4391	0.1046	-0.8424	-0.6794	0.3647	-3.3329	-2.9705	-0.9694	1.1574
-0.0329	0.7546	-0.2985	0.1437	1.0364	0.1919	-0.42	1.4439	1.1806	-0.6969	0.8328	1.1847	1.2231	-1.2045
