"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.3207	-0.2186	-0.2943	-0.3821	0.774	-0.3425	0.2911	-1.8143	-0.8315	0.3264	-0.8987	-0.9918	-0.3152	0.8236
1.3792	-1.4468	-1.4244	-0.3366	-0.9622	0.1955	0.7868	0.1456	0.3267	-0.0427	-0.5499	-0.1518	0.9996	0.2932
0.9611	1.4466	-0.249	0.6682	0.6881	0.1418	-0.6345	-0.0372	0.0311	-1.1812	-0.0352	0.3549	0.9915	-0.2309
-1.0143	-0.4402	-0.1343	-1.8997	-2.3201	1.4356	-0.9164	-2.1267	-1.8047	1.887	-5.113	-5.6807	-0.7738	-1.8182
0.0558	0.0251	-0.1746	0.576	0.842	-2.0639	-0.6141	0.5115	0.6656	1.2647	-1.4216	-0.8231	1.0579	-0.5246
0.4206	-0.1061	-0.4684	-0.9446	-0.2365	-0.1392	-0.2816	0.5977	1.0591	1.7201	-8.3189	-7.1047	0.662	2.0054
-0.2483	0.5194	0.7515	0.0081	0.5015	-0.1625	0.0354	1.5546	0.6327	-0.8057	1.1352	0.9075	0.0285	0.3111
-1.356	0.1362	-0.1168	-0.0516	-0.3463	0.0932	-0.1981	-0.5258	-1.0537	-0.4381	8.4256	6.4499	2.7743	-0.4003
-2.231	0.0607	0.0376	0.0114	0.474	-0.7005	-0.1971	-0.5637	0.5411	-1.2402	1.3608	1.6139	-1.9195	-0.2276
1.9868	0.7372	0.8211	1.5563	0.5009	-1.091	-2.1008	-1.2651	-3.0595	-0.9331	-0.7053	-0.8767	-2.9769	-2.343
1.0455	0.1119	-0.6394	0.2589	0.2411	-0.7755	-0.9659	-0.3922	-0.2857	-0.5501	-4.7102	-3.613	-1.1006	0.4625
1.1912	0.6441	2.1278	1.869	0.5367	2.7502	2.3111	-0.2265	-0.9285	0.4241	11.8351	9.8008	0.2201	-0.7411
-1.6262	0.8025	-0.667	-0.288	-0.6792	-1.8254	-3.0297	-0.8555	-1.004	0.3636	-0.1681	-0.6951	1.8636	-0.9685
0.9402	0.236	0.5604	0.8244	0.2911	-0.4985	-0.6716	-1.1877	-1.4719	2.7479	-0.785	-1.1821	0.788	-0.3189
1.0607	0.0603	1.1853	1.2061	0.3334	0.2153	0.3142	1.5098	0.9348	0.6372	0.9965	1.2556	-1.2864	1.9373
4.8171	-0.1434	0.2702	0.9268	0.4916	2.2243	2.1661	-0.3371	-0.9443	0.0622	-3.4375	-2.5656	-1.3958	-1.1002
1.0255	0.6041	0.232	0.7335	2.1752	-0.7754	0.4974	-0.8047	-1.2394	-0.2596	-0.3054	-0.3199	0.4489	0.2037
1.2956	-0.2247	0.0617	0.8388	0.5655	0.0065	0.5007	-0.1119	-0.5531	-0.1967	1.8259	1.7031	-0.0422	0.7698
-2.0701	-0.4935	0.1305	-1.0264	0.2131	0.567	1.7026	0.034	-0.0559	-0.7851	6.5178	4.9465	1.6546	-0.8454
-0.6124	-1.0292	-1.0937	-1.1399	-0.8699	-0.7617	-0.7127	0.323	-0.2965	-1.001	-1.4139	-1.5629	0.4505	1.3882
-0.4646	0.939	2.4182	0.44	1.0828	2.5725	2.0568	0.2759	-1.2593	-2.2023	9.1262	7.0041	-1.6606	-0.1248
0.7267	-0.0276	-0.4785	1.4036	0.1874	0.3863	0.9894	0.4055	1.8558	0.2773	4.2984	4.8775	1.1764	0.9715
-0.6311	0.6975	0.5937	-0.0373	1.0339	-0.3514	-0.1057	-0.0558	0.6241	0.0748	-4.6566	-3.655	-1.9061	0.2389
-0.7192	0.3467	-1.0728	-0.5284	-0.0862	-0.8618	-1.0051	0.5143	1.7742	-1.327	-5.831	-4.0338	-0.9989	0.3347
-0.5466	0.5579	-0.5073	0.4899	1.0684	0.1939	0.5331	-1.987	0.2335	0.1327	-1.0388	-0.1971	-0.3902	0.109
-3.9473	0.1504	0.7767	-0.0552	0.3769	-0.665	0.0792	0.465	1.244	-1.0044	7.1389	6.2193	-0.6403	0.2848
-0.1804	1.007	0.2006	0.138	0.59	-0.5203	-0.8671	0.8132	0.0779	-1.5819	0.4807	0.4346	0.2279	0.1007
0.2405	-0.3843	-0.0634	-0.1589	1.9745	-0.673	2.3437	2.0422	1.624	-1.4807	1.7527	2.0293	1.2449	0.5498
1.2084	1.7853	1.2021	1.2421	1.5571	1.2276	0.7732	-0.0247	-0.169	-0.1008	2.5013	2.2486	0.6278	0.0754
1.2635	-0.0708	-0.0021	0.9842	0.4193	-0.7257	-0.2342	-0.9113	-0.8826	1.3028	-0.2094	-0.0531	0.133	-1.2274
1.0172	0.0969	0.8683	1.6003	-0.6906	0.4814	-0.3413	0.9724	0.6009	1.6529	4.7345	4.2589	0.5622	1.6206
