"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.1563	0.0265	-0.239	-0.8794	0.58	-0.5407	0.3088	-1.7173	-2.8755	0.4748	-0.7848	-1.0152	0.3758	0.7561
1.3657	-2.725	-1.3693	-0.4373	-1.0026	0.0324	0.8412	-0.1919	0.5872	-0.0851	-0.2267	-0.4894	0.9803	0.3396
0.9103	1.6175	0.2391	0.7479	1.1122	-0.0601	-0.4021	0.0718	-0.1403	-1.1545	0.0407	0.2808	1.0597	-0.2332
-1.0337	-0.4562	-1.7687	-1.8924	-2.3173	1.4429	-1.3341	-2.1017	-1.8224	1.8739	-7.9907	-8.278	-0.7798	-1.8226
0.0317	-0.0765	-0.0092	0.2025	1.0425	-1.9828	-0.7227	0.2988	0.7042	1.2859	-1.5551	-0.6762	1.0879	-0.4936
0.4233	-1.0962	-0.4477	-0.9456	-0.2606	-0.1061	-0.583	0.6418	1.0393	1.7265	-3.0673	-2.7179	0.6648	1.9943
-0.2394	0.5141	0.7517	-0.0022	2.434	-0.382	0.824	1.552	0.6571	-0.7949	2.3985	2.6197	0.0233	0.3174
-0.4548	0.1379	-0.1504	-0.0337	-0.3382	0.1123	-0.2984	-0.5064	-1.0744	-0.4346	-0.7148	-0.9873	-1.6271	-0.4207
2.7503	-0.0445	0.2962	-0.0408	0.4117	-0.6908	-0.3532	-0.4387	0.3705	-1.3279	-6.2098	-6.1007	-1.8495	-0.2901
1.8881	0.6577	0.7747	1.8135	0.5789	-0.9936	0.0028	-1.4964	-1.9551	-0.9783	-0.7484	-0.8718	-2.9746	-2.3009
1.1002	1.1763	-0.559	0.1781	0.1745	-0.8123	-0.9855	-0.3405	-0.3484	-4.8779	-2.9188	-3.2193	-1.0773	0.4515
1.6827	1.0907	1.7294	1.8591	0.5435	2.7473	2.2989	-0.2448	-0.9048	0.4171	7.1446	6.47	0.2278	-0.7374
-1.6817	0.1936	-0.7107	-0.24	-0.5858	-1.7692	-1.2934	-1.0335	-0.8838	0.3731	-1.7549	-1.3915	0.486	-0.9149
0.9473	0.5258	0.0047	0.8833	0.0325	-0.5794	-0.3618	-1.2647	-1.3303	0.2306	-0.2839	-0.1685	0.6861	-0.2428
1.2274	0.5638	1.4495	0.8449	0.7105	0.0319	-0.1672	1.3082	1.0976	0.6057	0.9588	1.1994	-1.2589	1.9525
0.4797	-0.0683	0.224	0.9026	0.4459	2.1608	2.2482	-0.2648	-1.0033	0.0822	6.8992	6.2561	1.6052	-1.0974
0.901	0.5788	0.1013	0.7183	1.0878	-0.5607	0.2264	-0.94	-1.2744	-0.1753	-0.3529	-0.2121	0.2312	-1.6596
0.3346	-0.2656	0.0146	0.4113	0.3316	-0.1656	0.3558	-0.0524	-0.5573	-0.2977	1.8776	1.7516	0.0547	0.6645
-2.0723	-0.4952	0.1319	-1.04	0.184	0.5719	1.2802	0.0944	-0.0962	0.7993	2.1935	1.9676	0.3757	-0.8623
-0.6061	-1.3948	-1.112	-1.1446	-0.8719	1.8138	0.8027	0.3344	-0.3046	-0.3097	1.6419	0.9309	0.4605	1.3963
0.5569	2.4476	2.2893	0.53	1.2613	2.6652	2.0434	-0.0059	-1.0445	-2.194	3.9397	2.9913	-1.7108	-0.0685
0.7024	-0.2252	-0.4603	1.4312	0.1644	-4.0467	-2.3899	0.448	1.4174	0.2818	-1.4964	-0.2068	1.1844	0.9497
-0.5013	0.7012	1.0051	0.1998	0.692	-0.5107	0.0453	0.3391	0.3577	0.0712	-0.456	-0.27	-1.766	-1.3065
-0.7434	0.4833	0.8936	-0.4785	0.027	-0.7349	-0.0153	0.5571	1.2623	-1.2082	-0.9393	-0.8847	-1.0992	0.3771
-0.537	0.5075	-0.6891	0.5345	1.1444	0.2739	0.4301	0.0456	0.4001	0.1173	-0.8144	-0.4299	-0.4149	-7.7212
-1.195	0.2935	0.7577	-0.8816	0.2347	-0.7953	0.215	0.5084	1.1569	-0.9988	-0.967	-0.8988	-0.6614	0.2989
0.0406	-0.1486	-1.1132	-0.0434	0.4037	-0.7556	-0.7998	0.5737	0.2379	-1.6963	-0.7469	-0.6098	0.299	0.1499
0.2416	-0.3634	-0.0722	-0.1645	-0.0558	-0.6653	-0.8883	2.0376	1.6208	-1.4687	2.4759	2.545	1.2404	6.4966
1.2136	1.6982	1.1679	3.2278	1.6753	1.313	0.6702	1.6498	-0.1137	-0.0957	10.2732	10.2766	0.6294	0.0791
1.3447	0.0271	-0.0322	0.9229	0.2824	-0.0613	-0.1425	-0.7832	-0.954	1.3177	-0.6784	-0.4755	0.0282	-1.2501
1.0099	0.0955	-0.0635	1.6019	-0.6886	0.4774	-1.1199	0.9596	0.6235	1.6583	2.8658	3.1706	0.5681	1.6134
-0.9649	1.5537	0.1647	0.6138	0.4776	-0.7347	-0.4501	-1.2313	-1.1015	0.5456	-0.5647	-0.1754	0.6412	-3.3602
0.9183	-2.3512	-2.8625	-2.1954	-2.5988	2.696	-1.7949	1.0228	0.8623	1.6693	-5.7093	-6.015	1.1167	4.4695
0.8063	0.4457	0.0602	-0.3171	-0.3995	0.4663	-0.7331	1.0528	2.1168	-0.2656	-2.2606	-1.9703	0.9316	1.1118
-0.0234	1.1583	0.6178	0.6721	0.5119	-0.1644	-0.516	0.3201	0.086	-0.3334	-0.2858	-0.1131	-1.4074	-1.1694
-0.6665	-0.2348	-1.137	0.0851	-0.1442	-0.5612	-0.9661	0.2355	-0.2377	-0.9167	-0.9769	-0.9167	-1.0854	-1.3886
0.7248	-1.7011	-0.7084	-0.4708	-0.3822	0.4724	1.0227	-0.718	-0.4318	1.1015	-0.2708	-0.4806	0.9342	-0.2429
-4.3213	-1.9611	-2.5966	-1.7048	-1.6166	-0.5293	-1.0962	1.0066	0.2448	0.0919	2.0454	1.929	0.8951	1.0445
-0.1312	0.6355	0.4438	0.4964	0.2476	-0.2705	-0.1949	0.1803	0.049	-0.2981	0.848	0.9258	-0.4546	-0.1616
-1.4132	-1.6005	-2.3924	-1.5768	-3.9444	-0.5614	-1.5476	-1.8553	-0.4827	-2.475	-5.6457	-6.3309	-1.3503	-0.3269
0.5047	0.399	0.6819	-0.1295	0.3111	-0.5885	-0.2979	0.171	0.5479	-1.1849	-3.5878	-3.5542	-2.8435	-1.0915
0.4088	0.1655	0.3161	0.5605	0.4784	-1.1228	-0.5735	0.2333	0.1393	0.0908	-0.3958	-0.0665	-0.584	0.3878
0.0794	-0.3827	-0.0985	-0.4995	0.2745	-0.4734	0.0137	-0.9539	-1.0085	1.1864	-2.9302	-2.8063	-0.4433	-0.8819
0.8545	0.5633	1.2446	0.4358	0.3666	0.9829	1.2639	-1.2136	-0.732	1.637	-1.0872	-1.1679	-1.1876	-3.6265
0.238	0.9745	0.4904	-0.1342	2.041	1.5576	1.2636	1.856	1.1343	-2.0501	2.4218	2.2084	-0.1272	-0.914
-0.6441	-0.1291	-0.2477	-0.1371	-0.1967	-1.5439	-0.9685	0.474	1.0524	-0.5035	-1.4151	-1.0101	-0.1306	0.184
0.4644	1.2369	0.5482	-0.1336	2.2286	1.4258	0.8844	2.3615	1.8233	-2.0585	1.8824	1.8837	0.3175	-0.3632
0.2479	-1.7257	-0.8062	-0.0535	-0.1143	-1.3871	-0.864	0.9542	0.9526	1.8074	-0.0441	0.5259	1.1009	2.3644
-1.0336	0.2599	0.0265	-1.3046	-0.2831	0.8495	0.3326	-0.235	-0.1354	-0.9147	-2.4719	-2.8699	-1.2726	-0.8456
