"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.2002	-0.129	-0.2657	-0.6125	-1.4488	-0.3856	-0.8257	-1.7105	-0.8494	0.3783	-0.6338	-1.2209	0.4513	0.8396
1.4547	-1.4503	-1.0559	-0.9542	-1.1935	0.1531	0.7612	0.088	0.4647	-0.0517	-0.3224	-0.4437	1.0786	0.1923
0.9459	1.5494	0.0452	0.4009	0.8818	-0.1339	-1.4352	-0.1347	-0.1357	-1.0854	0.1979	0.2312	0.9332	-0.1898
-1.0349	-0.4684	-0.1304	-1.8582	-2.3038	1.4539	-1.2835	-2.1029	-1.8205	1.8596	-2.8756	-3.4722	-0.7815	5.6177
0.1576	-0.0853	-0.073	0.6207	0.8381	-2.008	-0.6342	0.5158	0.5912	1.2634	-1.542	-0.6864	1.1224	-0.5807
0.424	-0.1209	-0.4532	-0.9187	-0.2302	4.2434	3.4609	0.6144	1.058	1.7215	1.5253	1.6205	0.657	2.0125
-0.2473	0.5266	0.7538	0.9008	0.5003	-0.3806	-0.1041	1.5599	0.6438	-0.7859	4.3665	4.1895	0.0192	0.3152
-1.3717	0.1405	-0.098	-0.0319	-0.3325	0.1067	-0.8441	-0.5083	-1.0752	-0.4246	-0.2855	-0.5631	-1.6273	-0.4196
0.4546	0.1914	0.0917	-0.0489	0.3751	0.963	-0.1772	-0.5164	0.5439	-1.1633	-1.6066	-1.7627	-1.9417	-0.253
1.9162	0.5877	0.8639	1.7136	0.5779	-1.0446	-2.1181	-1.3482	-2.1068	-0.9932	-0.6508	-0.9524	-2.9187	-1.2351
1.0481	-1.351	-0.6123	0.2391	-1.7628	-0.7872	-0.9874	-0.4042	-0.2761	-0.5527	2.1709	1.4187	-1.1002	0.4566
1.1858	1.6785	1.0842	1.8681	0.5338	2.7487	2.3039	-0.2457	-0.9036	0.4229	6.9148	6.2166	0.2277	-0.7305
-1.6351	-0.2437	-0.6569	-0.3038	-0.6891	-1.8243	-1.4704	-0.8667	-0.9892	0.3573	-1.7858	-1.7488	0.5197	-0.9755
1.0257	0.5676	0.4708	0.7007	0.1239	-0.7149	-0.4179	-1.152	-1.4552	0.1645	-0.002	-0.1655	0.6851	-0.8856
1.2351	-1.2375	1.4115	0.7711	0.3799	0.0349	1.1178	1.2891	1.0808	0.6333	1.0088	1.1684	-2.4108	1.9645
0.4817	0.0319	0.1871	0.888	0.4055	2.1036	2.2904	-0.3124	2.1794	0.081	1.8348	1.5968	-1.4462	-1.0811
0.9172	0.5258	-0.0489	0.9855	0.8738	-0.5484	0.3951	-0.6373	-1.4321	-0.1847	-0.4087	-0.1972	0.3765	-3.7069
5.0595	-0.3499	0.674	1.1572	0.1637	0.109	0.3668	-0.0848	-0.3458	-0.293	1.793	1.5794	0.1416	0.664
-2.0775	-0.4765	0.1314	-1.0391	0.2143	0.5741	0.6329	0.0497	-0.0738	-0.7584	-3.1337	-3.031	-1.9202	-0.8557
-0.6127	-1.0283	-1.0905	-2.5761	-0.887	1.3492	0.5487	0.3341	-0.3006	-0.299	-3.7391	-3.5755	0.4521	1.3794
0.6912	1.0915	2.2216	0.334	0.9696	2.5119	2.0803	0.3017	-1.2002	-2.1562	2.9534	2.1486	-1.7254	-0.1473
0.7114	0.4244	2.1377	1.4343	0.1794	0.3807	2.4525	0.4077	1.4217	0.2723	6.3496	5.6442	1.1634	0.9756
-0.6078	0.7064	-0.9949	0.3195	0.9153	-0.3907	-2.6669	-0.0104	0.7675	0.0742	-3.3527	-2.6445	-1.9102	0.1059
-0.8119	0.1926	-1.4256	-0.4541	0.0142	-0.7723	-2.9128	0.4184	1.2782	-1.237	-2.0509	-1.7927	-1.081	0.3657
-0.6794	0.3845	-0.5447	0.7678	1.1733	0.3067	0.4646	0.0722	7.083	0.0455	-0.8946	-0.4302	-0.3682	0.0739
-1.2613	0.0698	1.1889	0.0597	0.3553	-0.7046	0.1648	0.4437	1.1413	-1.0321	0.622	0.3814	-0.6119	0.3426
0.0244	0.5772	0.5802	-0.0212	0.4066	-0.693	-0.8346	0.5565	0.2634	-1.6906	0.8845	0.6612	0.3019	0.1305
0.2233	-0.3718	-0.0704	-0.3027	-0.07	-0.6637	0.0485	2.0491	1.6123	-1.4655	3.0798	2.9731	1.242	0.5568
1.2204	1.7697	1.1165	1.2393	1.9574	1.2083	0.7599	1.6391	-0.1469	-0.1285	3.4576	3.8177	0.6012	0.1245
2.312	0.0844	-0.2087	0.9944	0.4676	-0.1544	-0.019	-0.9676	-0.9122	1.2268	-1.3645	-0.9811	0.0643	-1.1152
1.0085	0.1073	-0.6793	1.5929	-0.6795	0.4943	-0.3693	0.9655	0.617	1.6647	6.3843	6.2282	0.2802	1.6013
-0.9833	1.6717	0.2526	0.5886	0.3715	-0.7736	-2.1371	-1.1273	-1.0399	0.6659	-0.4662	-0.425	0.6368	0.7145
0.9235	-2.3523	-2.8527	-0.0707	-2.608	-1.3466	-1.3216	1.0044	0.8774	1.6629	3.261	3.2648	1.1038	1.1469
0.7947	0.4195	0.0536	-0.3025	-0.3736	0.4895	-0.0829	1.0494	2.1223	-3.339	4.564	3.6077	0.9397	0.4052
0.2332	-0.1903	0.3107	0.4952	0.4451	-0.335	-0.3146	0.3874	0.0093	-0.3143	-0.248	-0.1205	-1.497	-0.3541
-0.3657	-0.1754	-0.2407	0.162	0.0218	-0.6568	-0.8066	0.0249	-0.1555	-0.9896	-0.4011	-0.4806	-1.1476	-1.2607
