"LMA"	"SWP_M"	"SWP_L"	"SWS_M"	"SWS_L"	"e_W"	"e_L"	"Dkleaf_M"	"Dkleaf_L"	"Kleaf_max"	"P50"	"P88"	"Phe"	"ISI"
-1.3537	-0.0297	-0.5539	-0.3949	0.6844	-0.2235	-0.0759	-1.8276	-0.716	0.3956	-1.019	-1.2958	0.2452	0.7394
1.4832	-1.2572	-1.2417	-0.4592	-1.1541	0.1858	0.7871	-0.1767	0.7034	-0.1732	-0.4685	-0.3471	0.9563	0.2934
0.9449	1.6352	-0.3394	0.6093	0.4795	-0.209	-0.2775	0.1344	-0.2896	-1.1091	0.0296	0.3494	1.0819	-0.1917
-1.0181	-3.5429	-0.109	-1.9166	-2.2993	1.4361	-0.9158	-2.1155	-1.8091	1.8645	-1.0988	-2.3986	-0.7593	-1.8119
0.0819	0.3804	-0.2221	0.3988	0.7537	-1.8054	-0.8086	0.2635	1.0221	1.3288	-1.5603	-0.923	0.8675	-0.5463
0.4131	-0.1192	-0.4632	-0.9271	-0.2387	-0.0958	1.7157	-0.11	1.0648	1.7193	-4.0662	-3.6907	0.649	2.0096
-0.2492	0.5115	0.7568	0.0061	0.5009	-0.3913	-0.7817	1.5453	0.6502	1.2778	-1.6755	-1.306	0.028	0.3157
1.6395	0.1283	-0.1382	-0.0378	-0.327	0.1097	-0.0614	-0.4987	-1.0927	-0.4277	-0.8146	-0.9129	-1.619	-0.4157
0.3915	0.2074	-0.1055	0.0894	0.361	-0.6846	1.9802	-0.5283	0.5322	-1.198	0.7481	0.8397	-1.9726	-0.2343
1.7482	0.9215	0.2614	0.5109	0.2655	-1.0501	-1.9319	-1.0148	-2.3501	-0.6998	-0.6785	-0.8296	-3.112	-2.397
1.0406	0.2211	-0.6401	0.2568	0.2241	-0.7866	-0.977	-0.4111	-0.6261	-0.557	-0.6384	-0.4957	-1.1031	0.4643
1.1851	0.5276	1.7122	1.8763	0.5463	2.7554	2.3022	-0.2268	-0.9523	0.4142	5.1206	4.6925	0.2285	-0.7355
-1.618	0.7893	-0.6309	-1.7128	-0.6929	-1.8418	-2.9095	-0.8753	-0.9949	0.3516	-5.6519	-5.7105	0.5408	-0.9716
0.8034	0.3293	0.2496	0.981	0.1465	1.1237	-0.5396	-1.0218	-1.6061	0.2878	1.8021	1.4759	0.721	-0.3689
1.2197	-0.2173	0.4683	0.8425	0.2874	0.0597	1.0107	1.299	1.0857	0.5936	0.8716	1.2893	-1.2592	1.9661
